obs; time; Delta; Theta; Alpha1; Alpha2; Beta1; Beta2; Gamma1; Gamma2; Attention; Meditation; Derived; totPwr; class 
427; 448.9;83446;57068;27711;3798;18682;27582;3587;3860;57;57; NA;225734;  X
428; 449.9;13974;71587;36449;14845;57969;13728;1830;1292;63;44; NA;211674;  X
429; 451.0;100175;51746;22138;7091;23066;13490;1910;2122;67;41; NA;221738;  X
430; 451.9;16114;11348;29083;8144;30642;11257;4430;2450;69;48; NA;113468;  X
431; 452.9;72816;54452;7310;13476;20861;7272;5417;2859;57;47; NA;184463;  X
432; 454.0;65571;101831;95574;32684;31246;11759;2813;3605;50;54; NA;345083;  X
433; 455.0;36093;67528;8158;15138;21158;17575;1782;1519;51;51; NA;168951;  X
434; 455.9;79505;14504;6637;1650;4716;2190;691;784;43;44; NA;110677;  X
435; 457.0;112254;46168;2605;7183;2093;1483;594;281;29;43; NA;172661;  X
436; 457.9;39227;51579;28886;4946;15965;5255;2073;1243;34;37; NA;149174;  X
437; 458.9;32234;38211;2784;2302;9465;2861;3327;912;23;29; NA;92096;  X
438; 459.9;66715;16154;56476;10411;4841;6589;3049;1301;20;47; NA;165536;  X
439; 460.9;12941;8591;4709;3056;14600;3792;1759;1782;41;50; NA;51230;  X
440; 461.9;9615;17191;2705;9246;11032;5926;2446;1522;51;47; NA;59683;  X
441; 462.9;3150;7189;8586;3890;3756;8389;3379;1553;69;63; NA;39892;  X
442; 463.9;7980;28140;30963;6174;19764;3600;3047;1994;67;53; NA;101662;  X
443; 464.9;73552;38224;13411;10788;8169;3687;1193;1983;54;56; NA;151007;  X
444; 465.9;8451;10317;14607;8255;9720;4032;2013;3045;50;66; NA;60440;  X
445; 467.0;23539;36976;9982;6881;7128;7915;2637;2700;38;61; NA;97758;  X
446; 467.9;155261;64215;4051;7973;5321;2979;616;473;35;47; NA;240889;  X
447; 468.9;13904;20250;21101;17286;58355;17442;7024;1197;50;47; NA;156559;  X
448; 470.0;18941;102009;18571;28986;21832;6731;1999;2027;41;37; NA;201096;  X
449; 470.9;26346;42041;41777;7302;10081;17768;4192;2856;43;41; NA;152363;  X
450; 470.9;71925;18369;22240;10911;2593;7591;1874;1537;56;61; NA;137040;  X
