obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
54, 62.0, 655285, 48570, 23704, 6674, 3929, 7015, 886, 1800, 16, 70, NA, 747863,  X*
55, 63.1, 587409, 80426, 48040, 3905, 30076, 15681, 9580, 5355, 30, 67, NA, 780472,  X*
56, 64.0, 55690, 26555, 26525, 19890, 16679, 2425, 5482, 2269, 20, 80, NA, 155515,  X*
57, 65.0, 10824, 7409, 37373, 60708, 10513, 9582, 4120, 1238, 35, 94, NA, 141767,  X*
58, 66.0, 182491, 31940, 74213, 7343, 14311, 14215, 6327, 2768, 40, 100, NA, 333608,  X*
59, 67.0, 364411, 33609, 3925, 12512, 1873, 3003, 1311, 1209, 29, 100, NA, 421853,  X*
60, 68.0, 113097, 76454, 61514, 12763, 10369, 9531, 5942, 3701, 38, 96, NA, 293371,  X*
61, 69.0, 250007, 64569, 54845, 16897, 23145, 15587, 13720, 3479, 41, 84, NA, 442249,  X*
62, 70.0, 187331, 31794, 29544, 18963, 3070, 10410, 3369, 2172, 41, 81, NA, 286653,  X*
63, 71.1, 238047, 35818, 8586, 9318, 8041, 5014, 975, 844, 48, 80, NA, 306643,  X*
64, 72.0, 792704, 120455, 61951, 80998, 17006, 20019, 11368, 9032, 50, 80, NA, 1113533,  X*
65, 73.0, 627896, 12590, 6792, 39241, 20404, 21712, 6531, 7766, 66, 81, NA, 742932,  X*
66, 74.0, 85189, 42784, 4778, 15648, 3995, 4652, 1733, 1605, 56, 74, NA, 160384,  X*
67, 75.0, 303086, 43638, 28558, 9407, 10328, 3578, 756, 990, 47, 77, NA, 400341,  X*
68, 76.0, 102339, 17198, 2763, 2965, 3498, 4798, 1660, 1811, 63, 64, NA, 137032,  X*
69, 77.0, 694339, 55954, 42502, 15102, 21563, 5447, 5190, 4117, 35, 63, NA, 844214,  X*
70, 78.0, 58777, 16703, 5352, 54464, 15006, 14060, 3143, 6587, 47, 74, NA, 174092,  X*
71, 79.0, 179883, 40562, 19059, 19734, 18312, 8726, 2636, 1155, 61, 70, NA, 290067,  X*
72, 80.0, 295804, 102126, 25206, 12934, 11007, 3181, 2069, 1576, 29, 75, NA, 453903,  X*
73, 81.1, 87033, 27248, 68189, 11885, 10006, 7374, 2039, 2471, 35, 83, NA, 216245,  X*
74, 82.0, 33926, 61030, 26724, 60957, 8909, 6879, 12189, 5814, 14, 81, NA, 216428,  X*
75, 83.2, 77042, 84911, 43173, 52843, 3878, 10140, 4034, 6751, 3, 84, NA, 282772,  X*
76, 84.1, 11302, 20743, 18159, 67468, 67013, 13492, 7384, 1348, 27, 93, NA, 206909,  X*
77, 85.0, 31507, 11921, 6978, 18470, 10708, 19344, 4786, 4525, 54, 84, NA, 108239,  X*
78, 86.0, 154519, 56496, 14710, 23429, 6651, 16924, 7542, 3034, 74, 78, NA, 283305,  X*
79, 88.0, 928854, 339625, 137831, 115838, 90468, 30041, 24130, 24180, 70, 74, NA, 1690967,  X*
80, 89.1, 1745202, 192018, 41104, 56092, 8284, 14947, 9262, 12314, 57, 66, NA, 2079223,  X*
81, 90.0, 88393, 25018, 84634, 28480, 5040, 9912, 9998, 2366, 30, 80, NA, 253841,  X*
82, 91.1, 177473, 54459, 26895, 43772, 30478, 10993, 11225, 7638, 20, 84, NA, 362933,  X*
83, 92.0, 133245, 3628, 23464, 2704, 1321, 973, 432, 701, 14, 100, NA, 166468,  X*
84, 94.1, 149090, 28121, 6902, 33548, 29837, 25709, 4673, 11890, 40, 100, NA, 289770,  X*
85, 95.2, 36166, 10484, 40895, 33410, 54302, 13388, 10756, 4575, 57, 93, NA, 203976,  X*
86, 96.0, 275101, 34804, 12822, 7669, 4209, 2165, 1381, 556, 61, 77, NA, 338707,  X*
87, 97.0, 94375, 15460, 7805, 104984, 30687, 10426, 7032, 6261, 41, 88, NA, 277030,  X*
88, 98.0, 7654, 17899, 17211, 9561, 22278, 19157, 16003, 14546, 57, 80, NA, 124309,  X*
89, 99.0, 647642, 29908, 11733, 49323, 35026, 15799, 10778, 5955, 57, 77, NA, 806164,  X*
90, 100.0, 239990, 59249, 3817, 12381, 3736, 1449, 3446, 1227, 51, 70, NA, 325295,  X*
91, 101.0, 68996, 28063, 12884, 37989, 9868, 9436, 5751, 4448, 57, 66, NA, 177435,  X*
92, 102.0, 19812, 10227, 4515, 82929, 9631, 9134, 7999, 6918, 38, 81, NA, 151165,  X*
93, 103.0, 321981, 104246, 12474, 30936, 34369, 26700, 4807, 7971, 38, 70, NA, 543484,  X*
94, 104.0, 445303, 12803, 2452, 9793, 3991, 2651, 581, 1643, 60, 80, NA, 479217,  X*
95, 105.0, 155735, 25532, 836, 7144, 13191, 4431, 2951, 670, 60, 64, NA, 210490,  X*
96, 106.1, 915253, 552648, 21816, 78803, 37231, 18000, 15304, 8708, 44, 41, NA, 1647763,  X*
97, 107.0, 232810, 104112, 1218, 39148, 8028, 10882, 10119, 6686, 35, 43, NA, 413003,  X*
98, 108.1, 639004, 691540, 88150, 68141, 125472, 17636, 25208, 42783, 14, 34, NA, 1697934,  X*
99, 109.0, 1087650, 382523, 38898, 64811, 49641, 34873, 44639, 22045, 8, 35, NA, 1725080,  X*
100, 110.0, 124756, 48987, 6551, 13025, 15827, 5546, 5991, 3084, 20, 38, NA, 223767,  X*
101, 111.0, 715309, 156673, 127513, 62947, 26561, 28288, 11401, 17703, 21, 48, NA, 1146395,  X*
102, 112.0, 2104812, 262300, 180051, 44369, 112350, 18470, 26323, 10486, 27, 56, NA, 2759161,  X*
103, 113.0, 165113, 110852, 1003, 6162, 4117, 3128, 1404, 1361, 14, 47, NA, 293140,  X*
104, 114.0, 940453, 83591, 11248, 26676, 15399, 17711, 16409, 7407, 24, 48, NA, 1118894,  X*
105, 115.0, 444170, 40255, 12482, 10047, 11955, 5439, 1791, 895, 24, 41, NA, 527034,  X*
106, 116.0, 152279, 54433, 23831, 30436, 19905, 16481, 12092, 4266, 41, 41, NA, 313723,  X*
107, 117.0, 203642, 17589, 60004, 51895, 18147, 12779, 5832, 6769, 57, 70, NA, 376657,  X*
108, 118.0, 121135, 146915, 3141, 3086, 8616, 6039, 1620, 2138, 41, 54, NA, 292690,  X*
109, 119.0, 487902, 99049, 37941, 46940, 10437, 29480, 4010, 6277, 50, 57, NA, 722036,  X*
110, 120.1, 138051, 51699, 20526, 22061, 3595, 2384, 1954, 920, 26, 60, NA, 241190,  X*
111, 121.0, 14123, 29467, 5824, 20582, 43599, 24446, 3429, 6668, 44, 41, NA, 148138,  X*
112, 122.0, 306205, 52446, 10741, 31892, 13532, 6740, 2025, 1131, 53, 63, NA, 424712,  X*
113, 123.0, 672819, 155856, 72927, 137674, 14107, 17546, 13296, 4390, 38, 67, NA, 1088615,  X*
114, 124.0, 30376, 20613, 33656, 54371, 10615, 14866, 6074, 4395, 60, 77, NA, 174966,  X*
115, 125.0, 180672, 112972, 11253, 42353, 68372, 14442, 4491, 6625, 40, 78, NA, 441180,  X*
116, 126.0, 14930, 25798, 13920, 3998, 8972, 3590, 992, 1093, 41, 75, NA, 73293,  X*
117, 127.0, 802809, 270522, 23206, 20580, 47782, 23834, 5772, 9576, 48, 56, NA, 1204081,  X*
118, 128.0, 184663, 80330, 6521, 59867, 18291, 27080, 15159, 6292, 51, 47, NA, 398203,  X*
119, 129.0, 292849, 193392, 31038, 19871, 36731, 20858, 2491, 16647, 51, 43, NA, 613877,  X*
120, 130.0, 485856, 231616, 40784, 64737, 16539, 18662, 13594, 6577, 47, 41, NA, 878365,  X*
121, 131.0, 50313, 11480, 9420, 52865, 22104, 13463, 5672, 3911, 57, 61, NA, 169228,  X*
122, 132.0, 266593, 82925, 13933, 14552, 11195, 11312, 4751, 2206, 50, 54, NA, 407467,  X*
123, 133.0, 804997, 185352, 13394, 24163, 12269, 19173, 8547, 6477, 50, 54, NA, 1074372,  X*
124, 134.0, 1570166, 99710, 7905, 35203, 15793, 4717, 2438, 1960, 43, 54, NA, 1737892,  X*
125, 135.0, 372650, 23737, 2974, 20933, 2599, 4728, 2591, 1253, 37, 48, NA, 431465,  X*
126, 136.1, 676628, 29229, 25986, 31532, 11199, 14731, 4738, 2511, 43, 60, NA, 796554,  X*
127, 137.0, 652808, 196230, 45236, 35542, 19282, 12429, 2235, 2801, 35, 66, NA, 966563,  X*
128, 138.0, 31582, 38288, 11089, 10038, 10324, 4872, 882, 905, 44, 66, NA, 107980,  X*
129, 139.0, 24566, 57674, 29706, 65253, 15669, 9458, 2399, 4844, 38, 70, NA, 209569,  X*
130, 140.0, 91244, 56661, 34911, 45073, 21890, 9250, 6653, 3942, 26, 69, NA, 269624,  X*
131, 141.0, 333679, 183074, 77775, 18283, 38483, 26106, 3415, 2306, 35, 69, NA, 683121,  X*
132, 142.0, 32332, 17872, 42722, 112227, 19851, 10912, 4847, 6278, 30, 87, NA, 247041,  X*
133, 143.0, 28101, 29206, 6626, 32824, 3738, 8870, 2872, 1873, 40, 84, NA, 114110,  X*
134, 144.0, 22233, 30129, 11338, 64868, 7996, 19071, 1275, 2652, 53, 90, NA, 159562,  X*
135, 145.0, 360555, 130883, 4216, 20248, 3488, 3699, 1562, 2211, 37, 83, NA, 526862,  X*
136, 146.0, 380050, 21366, 5120, 17092, 2166, 2827, 1303, 1080, 38, 70, NA, 431004,  X*
137, 147.0, 64475, 17311, 25351, 44607, 7703, 8959, 4859, 3339, 37, 78, NA, 176604,  X*
138, 148.0, 200964, 31582, 3051, 17537, 6330, 5610, 2023, 1278, 27, 69, NA, 268375,  X*
139, 149.0, 2694899, 261127, 44066, 83582, 16357, 9666, 15258, 27677, 29, 78, NA, 3152632,  X*
140, 150.1, 179588, 20912, 3273, 11346, 2143, 1850, 1715, 1379, 26, 75, NA, 222206,  X*
141, 151.1, 70387, 41958, 3655, 5482, 1580, 1966, 560, 1651, 14, 54, NA, 127239,  X*
142, 152.0, 124403, 154976, 34729, 30488, 15243, 9856, 3074, 4629, 3, 53, NA, 377398,  X*
143, 153.0, 361719, 44396, 6137, 74069, 12004, 17207, 7559, 8674, 24, 61, NA, 531765,  X*
144, 154.0, 269843, 345437, 19380, 9580, 9506, 6212, 2370, 485, 11, 44, NA, 662813,  X*
145, 155.0, 135052, 50532, 3266, 17781, 11187, 3863, 1730, 2967, 16, 48, NA, 226378,  X*
146, 156.0, 895005, 112071, 10421, 14161, 14378, 9332, 3843, 1529, 23, 41, NA, 1060740,  X*
147, 157.0, 355573, 29739, 15209, 40342, 14119, 7533, 6833, 2659, 20, 41, NA, 472007,  X*
148, 158.0, 30396, 29607, 31626, 97861, 5603, 8699, 1971, 1292, 35, 70, NA, 207055,  X*
149, 159.0, 29009, 46665, 8759, 49063, 5354, 6478, 1920, 1858, 35, 81, NA, 149106,  X*
150, 160.0, 102626, 44901, 593, 14343, 3095, 3444, 1933, 834, 34, 87, NA, 171769,  X*
151, 161.0, 192327, 91797, 42736, 86586, 19150, 9514, 2076, 4368, 23, 87, NA, 448554,  X*
152, 162.0, 756210, 243595, 96936, 70360, 11230, 11869, 7533, 6093, 14, 74, NA, 1203826,  X*
153, 163.0, 314651, 31216, 6262, 8436, 5661, 7475, 2647, 2743, 26, 63, NA, 379091,  X*
154, 164.0, 32653, 20458, 14987, 47391, 9944, 6860, 4658, 6325, 30, 78, NA, 143276,  X*
155, 165.0, 66619, 12320, 4000, 57851, 13098, 13687, 7471, 3049, 50, 81, NA, 178095,  X*
156, 166.0, 392391, 35480, 4212, 19416, 1161, 5243, 1693, 1054, 64, 80, NA, 460650,  X*
157, 167.0, 536797, 148207, 74930, 97154, 8851, 15210, 12683, 7036, 48, 90, NA, 900868,  X*
158, 168.0, 26068, 30204, 14140, 92306, 11646, 3695, 4348, 2649, 35, 91, NA, 185056,  X*
159, 169.0, 21239, 19101, 3668, 98097, 1221, 10414, 1375, 781, 26, 96, NA, 155896,  X*
160, 170.0, 16009, 64625, 8779, 55403, 13122, 10461, 1193, 1999, 24, 100, NA, 171591,  X*
161, 171.0, 17025, 11923, 29069, 25855, 10321, 4672, 3869, 3837, 29, 100, NA, 106571,  X*
162, 172.1, 19665, 14499, 9748, 92884, 17034, 8844, 3025, 1598, 41, 100, NA, 167297,  X*
163, 173.0, 47587, 9672, 5499, 51798, 5347, 8871, 830, 1831, 47, 100, NA, 131435,  X*
164, 174.0, 27197, 10325, 23637, 65755, 13024, 13826, 2371, 725, 53, 100, NA, 156860,  X*
165, 175.0, 63030, 12164, 53622, 60184, 3296, 8335, 4197, 3131, 53, 100, NA, 207959,  X*
166, 176.0, 366936, 118253, 38832, 9954, 10691, 4217, 2217, 947, 40, 100, NA, 552047,  X*
167, 177.0, 36138, 20213, 21219, 53175, 10506, 9821, 2103, 2551, 38, 97, NA, 155726,  X*
168, 178.0, 535473, 81235, 30137, 10169, 17080, 10491, 4305, 4025, 34, 83, NA, 692915,  X*
169, 179.0, 579924, 140142, 15545, 35797, 11771, 36521, 14189, 14229, 44, 60, NA, 848118,  X*
170, 180.0, 204206, 17049, 7424, 14377, 3802, 3487, 1301, 941, 61, 67, NA, 252587,  X*
171, 181.1, 65143, 7704, 8101, 7511, 1578, 4456, 1120, 455, 67, 64, NA, 96068,  X
172, 182.0, 267237, 61208, 8030, 10106, 14081, 1830, 1098, 1257, 51, 60, NA, 364847,  X
173, 183.0, 248654, 17492, 3421, 22470, 13195, 9403, 1005, 754, 53, 66, NA, 316394,  X
174, 184.0, 44441, 39884, 36001, 54043, 34467, 9023, 6851, 2902, 50, 67, NA, 227612,  X
175, 185.1, 348071, 81179, 47657, 126720, 12136, 16679, 6844, 1727, 38, 69, NA, 641013,  X
176, 186.0, 259936, 94561, 19159, 45738, 43534, 9087, 3044, 3750, 48, 77, NA, 478809,  X
177, 187.0, 315712, 84776, 61331, 27073, 32946, 25776, 8814, 9128, 43, 75, NA, 565556,  X
178, 188.0, 325795, 21183, 14505, 1540, 1933, 753, 360, 683, 26, 74, NA, 366752,  X
179, 189.0, 86455, 47180, 4225, 1257, 2364, 3371, 161, 431, 26, 51, NA, 145444,  X
180, 190.0, 2238170, 124913, 39502, 17540, 12411, 14193, 3695, 3176, 29, 48, NA, 2453600,  X
181, 191.0, 57747, 16269, 8338, 1895, 2824, 1005, 448, 588, 13, 47, NA, 89114,  X
182, 192.0, 83010, 46066, 50115, 10104, 10518, 8219, 5958, 2728, 34, 50, NA, 216718,  X
183, 193.0, 120692, 65789, 42077, 11698, 29928, 16155, 6050, 5008, 41, 61, NA, 297397,  X
184, 194.0, 21051, 25093, 31327, 5098, 9053, 5620, 2968, 3830, 43, 69, NA, 104040,  X
185, 195.0, 68338, 28933, 19174, 15605, 3968, 18015, 2473, 1684, 67, 70, NA, 158190,  X
186, 196.1, 251433, 19938, 1078, 3094, 1882, 801, 140, 96, 54, 60, NA, 278462,  X
187, 198.0, 190146, 33339, 37480, 101245, 39539, 26023, 6467, 1257, 56, 67, NA, 435496,  X
188, 199.0, 19367, 9372, 1274, 56907, 3484, 3018, 2243, 5335, 23, 88, NA, 101000,  X
189, 200.0, 32788, 44671, 10634, 58530, 10732, 11412, 2476, 4587, 38, 100, NA, 175830,  X
190, 201.0, 192820, 37522, 40146, 92529, 19674, 13557, 2661, 1910, 29, 100, NA, 400819,  X
191, 202.0, 2904071, 233027, 90698, 44200, 20420, 22103, 7730, 5886, 35, 93, NA, 3328135,  X
192, 203.0, 60179, 98711, 17928, 111025, 17788, 36377, 4103, 3217, 51, 80, NA, 349328,  X
193, 204.0, 639617, 353569, 37911, 59866, 29579, 22486, 19426, 3972, 41, 67, NA, 1166426,  X
194, 205.1, 241880, 40134, 8926, 10839, 3970, 3668, 1114, 610, 38, 56, NA, 311141,  X
195, 206.0, 221050, 6444, 3933, 2923, 1678, 1144, 241, 156, 44, 57, NA, 237569,  X
196, 207.0, 107857, 120349, 30945, 85614, 12603, 23395, 8227, 6096, 38, 57, NA, 395086,  X
197, 208.0, 98232, 287076, 37862, 41436, 11559, 14777, 3138, 2616, 35, 60, NA, 496696,  X
198, 209.0, 216343, 186487, 26459, 42350, 44535, 35062, 5756, 3880, 44, 54, NA, 560872,  X
199, 210.0, 229035, 13075, 5054, 3108, 2041, 1237, 430, 460, 40, 51, NA, 254440,  X
200, 211.0, 15624, 52674, 77869, 10863, 7411, 4137, 5100, 1809, 24, 56, NA, 175487,  X
201, 212.0, 54040, 39898, 28433, 6286, 14822, 16200, 3865, 4236, 47, 61, NA, 167780,  X
202, 213.0, 891219, 79391, 24498, 2749, 8704, 6212, 1608, 1240, 35, 63, NA, 1015621,  X
203, 214.0, 63131, 66269, 9202, 3467, 10516, 5489, 1280, 525, 38, 53, NA, 159879,  X
204, 215.0, 21760, 27122, 26279, 4335, 33047, 7393, 1855, 2057, 54, 44, NA, 123848,  X
205, 216.1, 1270863, 101638, 48603, 19890, 16914, 7044, 5576, 2571, 35, 44, NA, 1473099,  X
206, 217.0, 14012, 6732, 19604, 62352, 14379, 10016, 2473, 6076, 43, 63, NA, 135644,  X
207, 218.0, 31134, 21862, 4542, 50433, 9263, 6957, 4790, 750, 47, 80, NA, 129731,  X
208, 219.1, 275021, 162141, 6618, 9528, 7430, 7470, 5393, 2542, 34, 67, NA, 476143,  X
209, 220.0, 19599, 9425, 1298, 80839, 8188, 9255, 2127, 3183, 44, 83, NA, 133914,  X
210, 221.0, 22972, 9917, 6371, 50064, 6908, 6453, 3421, 2253, 41, 81, NA, 108359,  X
211, 222.1, 51044, 13829, 10694, 65427, 22972, 7938, 6292, 2522, 43, 83, NA, 180718,  X
212, 223.0, 36497, 19122, 24918, 41536, 13756, 9429, 6554, 1130, 54, 100, NA, 152942,  X
213, 225.0, 23329, 21531, 9714, 87697, 9017, 10737, 3695, 4577, 53, 100, NA, 170297,  X
214, 226.0, 7245, 17466, 4909, 830, 2328, 2251, 403, 165, 47, 70, NA, 35597,  X
215, 227.0, 674224, 96513, 26910, 16206, 13156, 4851, 4010, 5517, 30, 60, NA, 841387,  X
216, 228.0, 57261, 16097, 2684, 23930, 4644, 6215, 3602, 2675, 38, 51, NA, 117108,  X
217, 229.1, 57604, 41939, 1111, 42232, 8715, 5590, 1704, 1618, 40, 61, NA, 160513,  X
218, 230.0, 31606, 13031, 4251, 65573, 6636, 9042, 3215, 3910, 41, 78, NA, 137264,  X
219, 231.0, 16653, 23164, 937, 32777, 7620, 3290, 2515, 1719, 47, 87, NA, 88675,  X
220, 232.0, 12670, 38094, 8419, 30719, 14733, 8441, 1762, 1623, 43, 83, NA, 116461,  X
221, 233.0, 395149, 389136, 5414, 180954, 50625, 10756, 7026, 4623, 27, 78, NA, 1043683,  X
222, 234.0, 2524806, 133365, 17356, 49130, 18880, 16042, 13196, 4654, 24, 64, NA, 2777429,  X
223, 235.1, 314117, 485472, 133432, 42144, 27349, 19625, 2142, 4159, 16, 54, NA, 1028440,  X
224, 236.0, 1166393, 86657, 24531, 35313, 6755, 4948, 2948, 1172, 1, 54, NA, 1328717,  X
225, 237.0, 133269, 133271, 82469, 18865, 9575, 5428, 3541, 4164, 3, 57, NA, 390582,  X
226, 238.0, 147670, 8037, 2164, 33674, 1730, 5601, 2021, 3346, 8, 70, NA, 204243,  X
227, 239.2, 72652, 27651, 4554, 4703, 6536, 2896, 1130, 527, 21, 69, NA, 120649,  X
228, 240.0, 78908, 14435, 11139, 3575, 1157, 1675, 231, 180, 26, 70, NA, 111300,  X
229, 241.0, 35920, 4136, 2978, 93264, 17684, 14144, 2783, 5068, 50, 83, NA, 175977,  X
230, 242.0, 45604, 17137, 16712, 63349, 17256, 11072, 3552, 5114, 50, 81, NA, 179796,  X
231, 243.0, 94878, 138899, 27063, 46539, 33946, 15747, 4077, 2686, 50, 84, NA, 363835,  X
232, 244.0, 35047, 49826, 4373, 9419, 3955, 5280, 916, 901, 54, 75, NA, 109717,  X
233, 244.9, 72608, 49156, 33300, 28857, 14446, 10293, 1706, 4522, 50, 64, NA, 214888,  X
234, 245.9, 333214, 254152, 12220, 22271, 14559, 41124, 4248, 12100, 53, 43, NA, 693888,  X
235, 247.0, 46481, 107228, 23029, 27656, 10674, 16925, 2555, 2478, 57, 43, NA, 237026,  X
236, 247.9, 25370, 23157, 4522, 9010, 3940, 2635, 1196, 522, 56, 48, NA, 70352,  X
237, 249.0, 31400, 21640, 22299, 7454, 10017, 7357, 3128, 7003, 61, 48, NA, 110298,  X
238, 250.0, 198247, 365072, 10756, 14175, 23396, 22879, 12942, 5499, 51, 43, NA, 652966,  X
239, 251.0, 45372, 37555, 23781, 6772, 9293, 11624, 9520, 6922, 56, 47, NA, 150839,  X
240, 252.0, 857987, 152216, 63533, 51067, 17091, 11670, 8435, 2991, 48, 48, NA, 1164990,  X
241, 253.0, 20099, 6302, 11418, 65903, 13265, 13417, 2221, 3945, 50, 56, NA, 136570,  X
242, 254.1, 48543, 41922, 6577, 52886, 11163, 9728, 8384, 5656, 54, 78, NA, 184859,  X
243, 255.1, 670768, 39972, 26272, 17946, 15775, 16814, 4863, 4313, 57, 80, NA, 796723,  X
244, 256.0, 579317, 179882, 68151, 33920, 12854, 7883, 21466, 9513, 53, 78, NA, 912986,  X
245, 257.1, 1443469, 334536, 46563, 23704, 84129, 117644, 108259, 66738, 61, 54, NA, 2225042,  X
246, 258.1, 1291339, 194046, 15202, 52810, 39502, 34830, 13503, 16218, 66, 44, NA, 1657450,  X
247, 259.0, 985709, 78927, 10023, 56726, 14326, 21258, 11160, 12263, 61, 44, NA, 1190392,  X
248, 260.0, 68160, 16774, 12482, 83768, 9853, 20193, 6967, 6457, 84, 56, NA, 224654,  X
249, 261.0, 1839986, 133851, 45094, 33250, 86257, 34054, 6659, 3838, 78, 63, NA, 2182989,  X
