obs; time; Delta; Theta; Alpha1; Alpha2; Beta1; Beta2; Gamma1; Gamma2; Attention; Meditation; Derived; totPwr; class 
193; 197.9;188953;33101;74787;34008;16184;16476;3496;6687;41;64; NA;373692;  X
194; 198.9;95677;19842;62294;39176;18335;17187;6606;4551;50;80; NA;263668;  X
195; 199.9;192824;32469;24507;6661;13482;7908;2136;1031;53;63; NA;281018;  X
196; 200.9;149190;53587;44481;24755;17866;8512;1615;3318;51;74; NA;303324;  X
197; 201.9;94670;14161;39702;72073;27846;20044;7173;2946;54;75; NA;278615;  X
198; 202.9;41432;46084;44174;20930;12142;6068;6182;3471;41;66; NA;180483;  X
199; 204.0;60112;89335;43120;35993;11774;10310;9241;5514;35;69; NA;265399;  X
200; 204.9;84010;12607;9607;119543;18847;22330;2115;3253;41;80; NA;272312;  X
201; 205.9;801025;94589;26283;18591;16063;9256;3069;3810;34;61; NA;972686;  X
202; 206.9;82788;23928;126534;17962;38608;6652;3022;4270;29;69; NA;303764;  X
203; 207.9;85130;28563;16111;6843;37666;13142;3269;3629;44;60; NA;194353;  X
204; 208.9;727298;36157;58675;19965;32080;7109;6615;11520;35;50; NA;899419;  X
205; 209.9;544297;106707;28628;9929;7447;2730;2025;1356;20;48; NA;703119;  X
206; 210.9;99247;52314;18680;81194;17919;18245;4855;3234;34;43; NA;295688;  X
207; 211.9;638099;35574;13431;5737;5577;3129;1682;1316;16;48; NA;704545;  X
208; 212.9;30133;21724;17069;13280;23694;9427;3938;1662;29;41; NA;120927;  X
209; 213.9;20105;12087;19913;2833;13048;12557;3831;2280;63;48; NA;86654;  X
210; 214.9;46516;27714;41248;5169;10786;6081;3393;2170;57;48; NA;143077;  X
211; 215.9;173372;19789;5481;3783;4649;1691;1352;891;57;44; NA;211008;  X
212; 216.9;776122;75450;27809;67167;30270;15189;4302;2539;50;50; NA;998848;  X
213; 217.9;53023;86363;25623;55598;14565;15867;3725;9103;35;50; NA;263867;  X
214; 219.0;110072;53557;8720;5601;6129;1324;2135;848;17;34; NA;188386;  X
215; 219.9;145526;25594;10350;6294;6257;2124;1365;1222;17;35; NA;198732;  X
216; 220.9;27266;54184;73230;39059;13359;11785;7115;1920;14;43; NA;227918;  X
217; 221.9;252508;85849;14493;5604;21667;19673;5197;2902;23;24; NA;407893;  X
218; 222.9;27497;24159;6772;7238;16856;11526;5554;3000;54;27; NA;102602;  X
219; 223.9;91302;10483;14315;3530;9689;5590;627;1068;69;30; NA;136604;  X
220; 225.0;18413;10389;65481;4425;4490;6814;3196;6388;70;41; NA;119596;  X
221; 225.9;123218;46963;38126;24489;13557;10103;3359;2947;63;63; NA;262762;  X
222; 226.9;57567;34592;62610;108520;13029;24349;4259;3367;53;87; NA;308293;  X
223; 227.9;279307;54440;12002;4221;8085;2716;2458;1115;34;75; NA;364344;  X
224; 228.9;517601;77480;15143;5500;17184;13896;6740;4609;40;41; NA;658153;  X
225; 229.9;22519;50296;82972;10220;22139;17883;6104;2005;43;43; NA;214138;  X
226; 230.9;146066;28198;7753;6514;9219;7051;1190;627;47;20; NA;206618;  X
227; 231.9;65719;16644;11923;44083;27913;8289;5906;5380;61;37; NA;185857;  X
228; 232.9;18218;22258;30330;21707;12600;5613;9726;5360;51;60; NA;125812;  X
229; 234.0;553348;14996;24615;9732;15149;5269;5038;6690;50;60; NA;634837;  X
230; 234.9;169274;15662;13921;20527;4349;4748;3250;956;44;77; NA;232687;  X
231; 235.9;154458;100080;22529;92987;20793;14373;5880;7404;38;74; NA;418504;  X
232; 236.9;44681;23218;95706;8234;24080;8574;5296;10520;38;77; NA;220309;  X
233; 237.9;12369;48018;20117;24514;7000;6161;3227;4851;34;74; NA;126257;  X
234; 238.9;79203;7229;8398;17742;6947;2332;1853;633;29;74; NA;124337;  X
235; 240.0;1652392;132078;26834;41599;38018;5796;12111;3839;20;64; NA;1912667;  X
236; 240.9;186120;257213;22121;27541;23295;12633;10816;6715;13;38; NA;546454;  X
237; 241.9;336380;47549;8623;16598;2660;1941;784;1381;3;35; NA;415916;  X
238; 243.1;788731;117155;34439;16077;34980;15281;6708;4047;7;16; NA;1017418;  X
239; 244.1;72041;58454;47732;51762;13909;17249;4622;3928;21;27; NA;269697;  X
240; 244.9;36399;19435;28375;56433;10012;11080;2238;3065;34;56; NA;167037;  X
241; 246.0;9358;11410;15976;25401;6994;7623;4249;3788;51;70; NA;84799;  X
242; 246.9;667377;8816;3111;6019;5183;3343;1150;978;60;77; NA;695977;  X
243; 247.9;747003;210347;39872;49747;29810;14245;4647;1264;50;61; NA;1096935;  X
244; 248.9;1582457;84544;64527;20846;22763;7449;20318;4871;40;50; NA;1807775;  X
245; 249.9;197205;54334;3097;17054;2876;1675;1281;585;17;29; NA;278107;  X
246; 250.9;36583;52566;4187;37219;12651;14218;1485;7627;14;30; NA;166536;  X
247; 251.9;97058;7847;7709;5210;1913;1528;1575;610;20;44; NA;123450;  X
248; 252.9;213427;26583;71472;35024;25835;20296;3741;3194;34;54; NA;399572;  X
249; 254.0;137731;20184;1869;11968;2495;2142;831;1075;44;60; NA;178295;  X
250; 254.9;207169;34894;8179;11410;8608;1906;1596;851;27;57; NA;274613;  X
251; 255.9;200536;207023;26507;48031;21160;10010;4818;3007;20;43; NA;521092;  X
252; 256.9;152558;51406;11120;35172;13292;12183;2829;5615;17;34; NA;284175;  X
253; 257.9;139512;202453;43504;6921;14626;12978;9158;2890;16;21; NA;432042;  X
254; 258.9;65184;49337;9774;1235;1350;578;426;157;8;13; NA;128041;  X
255; 260.0;332597;367472;71704;11807;8935;8722;21012;5906;7;10; NA;828155;  X
256; 260.9;496638;18296;10039;52473;8619;4397;3426;1761;1;23; NA;595649;  X
257; 262.0;13783;25609;5729;5057;2580;1303;2198;1959;3;29; NA;58218;  X
258; 263.0;239381;88273;12679;66751;17639;4725;6618;4645;13;43; NA;440711;  X
259; 263.9;1188366;120334;35378;57182;12530;6128;5658;6676;16;54; NA;1432252;  X
260; 265.0;424324;150209;15676;79632;14298;17474;9459;3719;20;40; NA;714791;  X
261; 267.1;31817;28041;12929;42721;8630;10265;8114;7027;30;53; NA;149544;  X
262; 267.9;23030;9053;2817;81412;17601;11803;11772;3943;56;78; NA;161431;  X
263; 269.1;36110;36855;3242;17263;23460;9998;6594;11223;64;70; NA;144745;  X
264; 269.9;25950;76153;16858;21695;6129;9988;3194;6467;60;60; NA;166434;  X
265; 270.9;29609;22098;8056;58497;4654;15624;14403;5722;67;60; NA;158663;  X
266; 272.0;33902;61415;16745;33731;10501;21874;17919;7542;74;43; NA;203629;  X
267; 273.0;39266;9863;17626;40444;5441;20359;4563;12276;78;63; NA;149838;  X
268; 273.9;16305;9817;10852;71224;6680;9678;14293;10533;80;88; NA;149382;  X
269; 275.0;7441;27344;1986;64071;8607;11500;4420;10413;77;87; NA;135782;  X
270; 276.0;10165;9828;1172;73738;9236;7373;5633;7051;67;100; NA;124196;  X
271; 277.0;534038;35295;60880;52237;8279;12092;7118;4488;54;100; NA;714427;  X
272; 278.0;668286;58599;53639;30265;4143;8617;11679;4047;50;94; NA;839275;  X
273; 278.9;9883;8339;8021;48610;7842;10017;4218;4207;51;100; NA;101137;  X
274; 279.9;163488;15708;13117;94645;21836;9314;3751;5486;50;96; NA;327345;  X
275; 280.9;57055;31187;16770;75741;8991;16459;7826;6136;56;94; NA;220165;  X
276; 282.0;49960;14693;44863;4230;9697;18225;3738;7145;70;94; NA;152551;  X
277; 283.1;315133;76984;26348;39144;8383;5578;6775;6390;56;81; NA;484735;  X
278; 283.9;23509;58186;15014;47234;3024;5629;3480;2724;51;69; NA;158800;  X
279; 285.0;503560;244905;10494;64489;17867;9806;6994;5550;38;50; NA;863665;  X
280; 286.9;37772;54819;14153;80553;20746;14016;11541;1698;26;50; NA;235298;  X
281; 288.0;49932;88777;10169;59300;8139;12302;4333;5713;48;60; NA;238665;  X
282; 288.9;44497;29344;5705;58941;5824;6953;6759;4402;56;80; NA;162425;  X
283; 290.0;111474;23782;2474;22128;3710;2884;1486;1796;53;77; NA;169734;  X
284; 291.0;96412;153597;33455;53397;25442;15371;4483;6474;43;57; NA;388631;  X
285; 291.9;367699;19095;1643;5162;3340;2144;909;448;43;48; NA;400440;  X
286; 292.9;1049542;62822;5488;6166;13484;11255;2441;1066;50;20; NA;1152264;  X
287; 293.9;455425;34540;18617;753;5034;2590;6569;3100;48;13; NA;526628;  X
288; 294.9;1343733;35484;15843;16069;32318;17142;5055;3618;61;11; NA;1469262;  X
289; 297.9;1056109;40265;18045;7183;7162;2307;2908;6852;51;17; NA;1140831;  X
290; 298.9;234160;22781;33116;17212;7334;19361;9351;3415;60;40; NA;346730;  X
291; 299.9;41896;25548;51179;26094;18641;22201;4577;7817;74;50; NA;197953;  X
292; 300.9;42771;26674;56007;22313;14234;18044;13482;6849;69;64; NA;200374;  X
293; 301.9;74663;20727;53378;38620;21115;6184;9848;9178;75;80; NA;233713;  X
294; 302.9;537108;40380;24103;12092;11926;5798;4372;2424;61;75; NA;638203;  X
295; 303.9;169609;31840;12233;1970;6011;1512;1871;1513;41;61; NA;226559;  X
296; 304.9;2065655;549055;41875;25355;46453;17679;5590;9808;24;34; NA;2761470;  X
297; 305.9;641674;220285;13718;18194;42150;6454;4089;5567;14;1; NA;952131;  X
298; 306.9;18220;13875;9074;25232;7143;15903;1644;8426;30;7; NA;99517;  X
299; 308.9;94995;30306;55526;28224;16433;14638;4444;3418;47;21; NA;247984;  X
300; 309.9;499637;8030;4111;10023;14021;8316;2238;952;74;38; NA;547328;  X
301; 310.9;692760;170883;56560;44506;37924;21929;2424;3112;83;53; NA;1030098;  X
302; 311.9;46475;17566;3137;9686;2317;2438;1782;536;69;48; NA;83937;  X
303; 312.9;33346;23662;12262;18255;7071;7694;2899;2272;69;40; NA;107461;  X
304; 313.9;455906;158318;45968;72242;8159;11743;5662;1854;47;44; NA;759852;  X
305; 314.9;74535;64194;62480;37862;7987;6392;2615;2388;40;57; NA;258453;  X
306; 315.9;563405;131590;19195;24435;23296;8109;2973;3652;35;50; NA;776655;  X
307; 316.9;2471713;115541;26566;29254;12970;5725;2060;1349;20;41; NA;2665178;  X
308; 317.9;535412;60366;9592;3270;10035;4820;1155;454;24;24; NA;625104;  X
309; 318.9;61090;12221;16533;5247;6127;2285;1090;626;29;21; NA;105219;  X
310; 319.9;195228;59514;27001;8850;12481;15079;3103;2057;41;26; NA;323313;  X
311; 320.9;160750;13636;2873;11722;3122;4226;1181;905;57;34; NA;198415;  X
