obs; time; Delta; Theta; Alpha1; Alpha2; Beta1; Beta2; Gamma1; Gamma2; Attention; Meditation; Derived; totPwr; class 
312; 321.9;53043;76135;24327;4591;8390;3834;909;454;51;43; NA;171683;  X
313; 322.9;25356;26463;41578;7547;6272;8410;4254;2977;57;43; NA;122857;  X
314; 323.9;38425;42603;37036;14386;12380;19699;6572;4279;60;48; NA;175380;  X
315; 324.9;54015;35664;12122;6790;5603;2811;1010;2002;48;43; NA;120017;  X
316; 325.9;127765;44393;7280;11254;14235;2820;1261;520;50;41; NA;209528;  X
317; 326.9;35067;19581;28617;12733;7283;9856;5106;2723;53;43; NA;120966;  X
318; 327.9;26446;17684;39408;8185;10847;12771;5866;5640;53;48; NA;126847;  X
319; 328.9;69350;25114;64821;30737;49872;16361;2199;6031;63;56; NA;264485;  X
320; 329.9;3946541;84496;31660;31940;21146;8149;9219;3644;64;64; NA;4136795;  X
321; 330.9;1001125;84937;39040;34026;10284;22380;4221;3847;63;56; NA;1199860;  X
322; 331.9;95340;68361;8328;39284;19710;17765;5566;3790;60;47; NA;258144;  X
323; 332.9;101296;62913;6708;24427;19458;10429;1782;2239;57;35; NA;229252;  X
324; 333.9;430707;88457;30167;18695;25028;5413;2839;2384;54;29; NA;603690;  X
325; 334.9;64106;35560;58775;4462;12411;8145;2570;2862;50;38; NA;188891;  X
326; 335.9;33800;83002;17317;24616;21698;4123;2334;2631;37;37; NA;189521;  X
327; 336.9;64839;66473;63005;42514;13810;10101;3593;5748;27;50; NA;270083;  X
328; 337.9;35152;12156;186609;21080;20940;10484;3767;2554;30;77; NA;292742;  X
329; 338.9;60020;41591;42149;4715;12533;12518;2365;4396;37;67; NA;180287;  X
330; 339.9;23471;23119;32638;1918;9681;7876;2321;3293;51;77; NA;104317;  X
331; 340.9;14217;12734;18086;2599;8749;6927;5398;1376;63;70; NA;70086;  X
332; 342.0;121077;11064;8331;3929;9074;4005;745;882;77;47; NA;159107;  X
333; 342.9;99565;21890;45443;24918;17568;17605;2805;3078;78;54; NA;232872;  X
334; 343.9;721345;159956;82231;35355;35762;9364;7698;3528;64;50; NA;1055239;  X
335; 344.9;367406;34433;70236;30204;50116;12479;7289;4459;56;53; NA;576622;  X
336; 345.9;32750;25799;71547;8688;5333;5991;9445;6317;47;69; NA;165870;  X
337; 346.9;589105;176962;15794;15733;9037;8125;3402;3715;29;48; NA;821873;  X
338; 347.9;91076;47341;39150;48661;31543;7454;5328;4646;35;53; NA;275199;  X
339; 348.9;324411;64347;16040;12883;54574;14190;9081;5522;40;35; NA;501048;  X
340; 349.9;50870;29969;17760;37242;22576;14301;6280;5346;50;24; NA;184344;  X
341; 350.9;26787;25261;40502;30356;42810;4586;4194;5628;51;44; NA;180124;  X
342; 351.9;177498;21572;8510;2446;6989;1865;2113;1790;53;34; NA;222783;  X
343; 352.9;23797;32303;10390;10650;10604;13673;2689;4056;57;40; NA;108162;  X
344; 353.9;31129;10193;61086;61342;25866;12932;3342;3602;51;53; NA;209492;  X
345; 354.9;9421;15453;15041;9821;23129;17924;6488;2917;75;43; NA;100194;  X
346; 355.9;66470;17064;11808;4463;8412;6002;924;1184;84;48; NA;116327;  X
347; 356.9;55189;56181;114267;32419;52300;17226;6289;7135;75;57; NA;341006;  X
348; 357.9;76510;26717;68452;16321;13761;6224;5414;4516;69;54; NA;217915;  X
349; 358.9;94227;36561;7022;4481;1145;5816;1651;624;56;50; NA;151527;  X
350; 359.9;51878;41142;81282;4308;10004;8111;4649;5794;48;61; NA;207168;  X
351; 360.9;14294;20489;52029;18402;27336;9898;3068;5273;50;61; NA;150789;  X
352; 361.9;20760;49664;28100;11138;8650;5559;2031;3100;50;50; NA;129002;  X
353; 362.9;32449;19972;46372;26014;18529;15118;6225;3224;53;66; NA;167903;  X
354; 363.9;57789;36247;8271;27408;23481;14650;2940;3538;64;53; NA;174324;  X
355; 364.9;26144;31290;25706;11436;8980;7880;1574;1055;64;50; NA;114065;  X
356; 365.9;62424;7828;9192;9236;1311;2668;886;956;70;60; NA;94501;  X
357; 366.9;768014;108058;13263;47614;19432;13826;3065;5512;64;48; NA;978784;  X
358; 367.9;185015;27685;15360;3317;6188;3224;2201;1909;53;50; NA;244899;  X
359; 368.9;45779;20245;39990;19650;9622;9293;4916;3625;53;56; NA;153120;  X
360; 369.9;89791;22747;48126;9115;18669;7581;5094;2795;53;53; NA;203918;  X
361; 370.9;98630;26586;39376;18352;5000;7954;2632;3229;54;66; NA;201759;  X
362; 371.9;845342;137378;9599;30392;27843;15333;3391;4121;57;57; NA;1073399;  X
363; 372.9;659842;126745;3766;14901;8692;37168;10561;7836;64;29; NA;869511;  X
364; 373.9;1564399;95192;10064;51607;22595;23591;17018;6714;69;20; NA;1791180;  X
365; 374.9;647037;129202;40214;43034;34924;19737;17267;8744;69;7; NA;940159;  X
366; 375.9;359589;180148;43219;61987;89444;13497;8803;5470;63;11; NA;762157;  X
367; 376.9;422620;73239;62182;23813;16726;6084;6799;5346;43;34; NA;616809;  X
368; 377.9;1584116;114680;75409;19653;25331;11842;6718;2811;34;37; NA;1840560;  X
369; 378.9;100218;35468;42563;11081;6542;4302;1557;1232;27;47; NA;202963;  X
370; 379.9;303693;47706;10473;1001;12143;2847;1889;1521;27;40; NA;381273;  X
371; 380.9;180120;33250;63274;14194;6637;9700;3815;2566;37;44; NA;313556;  X
372; 381.9;503002;42595;27533;5408;10503;5234;1651;1225;38;44; NA;597151;  X
373; 382.9;262439;25300;57458;11992;13401;5748;5150;8526;40;50; NA;390014;  X
374; 383.9;43157;10216;42595;13036;21641;10880;3367;8806;51;70; NA;153698;  X
375; 384.9;11334;14303;35810;7162;16402;24618;9872;14053;66;63; NA;133554;  X
376; 385.9;45144;10195;71602;13654;11607;8896;7299;7612;70;80; NA;176009;  X
377; 386.9;76441;10181;10354;34715;4037;25203;10200;8919;91;77; NA;180050;  X
378; 387.9;71207;14347;24368;21679;9792;10776;6420;7004;93;77; NA;165593;  X
379; 389.0;40092;12754;31691;3787;14587;10819;4767;5366;87;78; NA;123863;  X
380; 389.9;49159;16697;7436;59247;9247;12168;7759;8110;90;74; NA;169823;  X
381; 390.9;57111;27129;41133;24012;20515;7457;11761;3790;70;74; NA;192908;  X
382; 391.9;18004;11165;40316;3600;14621;5362;7493;9851;66;74; NA;110412;  X
383; 393.0;38855;31802;15747;40831;11532;10217;5920;4025;60;75; NA;158929;  X
384; 393.9;197568;37762;13567;64442;7307;16521;6593;7493;60;69; NA;351253;  X
385; 394.9;150458;26934;29547;15354;10773;6717;2162;2164;61;67; NA;244109;  X
386; 395.9;59381;57143;37441;18265;18549;10851;6798;4075;61;61; NA;212503;  X
387; 396.9;1189337;189685;116532;12149;18062;16114;6427;3085;53;54; NA;1551391;  X
388; 397.9;104758;37571;14731;16751;6686;5210;6347;6046;47;48; NA;198100;  X
389; 398.9;127638;61584;13672;95146;17804;18710;8317;3521;48;50; NA;346392;  X
390; 400.0;53908;27649;49703;10275;26650;9368;7371;3302;50;53; NA;188226;  X
391; 400.9;557891;58372;9898;41535;8017;10918;4076;1999;56;54; NA;692706;  X
392; 402.0;151151;95689;11967;25636;6324;2594;1559;1247;43;50; NA;296167;  X
393; 402.9;348993;27382;12949;15766;11325;4699;988;1005;40;43; NA;423107;  X
394; 404.0;161905;84811;35116;93309;45212;9348;3681;2975;29;43; NA;436357;  X
395; 405.0;37619;38638;23266;65375;17084;15230;8061;4151;30;50; NA;209424;  X
396; 406.0;435205;199088;25487;41183;12450;6228;4439;2561;34;48; NA;726641;  X
397; 406.9;72539;39548;20726;82509;8094;12596;5694;4460;34;57; NA;246166;  X
398; 408.0;16455;72563;7317;91470;17648;13267;10634;4330;38;57; NA;233684;  X
399; 408.9;1020946;174322;17154;42512;10905;9118;2227;4988;27;44; NA;1282172;  X
400; 409.9;145630;27317;25606;39148;25572;12111;5792;3214;44;56; NA;284390;  X
401; 411.0;27253;16000;5020;53214;9812;18763;3869;1427;54;54; NA;135358;  X
402; 411.9;45787;68299;16704;64920;24419;17357;8018;4170;60;51; NA;249674;  X
403; 412.9;199750;48538;40168;59643;13570;17476;9300;7223;70;66; NA;395668;  X
404; 414.0;802313;41684;12554;26214;6810;8014;1172;1959;69;63; NA;900720;  X
405; 415.0;71180;20203;8248;21345;2606;4046;1420;817;57;60; NA;129865;  X
406; 415.9;40744;16514;3032;5615;980;688;284;123;43;56; NA;67980;  X
407; 416.9;240856;76322;3115;7529;2318;4213;858;958;35;29; NA;336169;  X
408; 418.0;166241;29488;14082;7323;2432;2895;1142;1294;29;27; NA;224897;  X
409; 419.0;220082;69539;10884;10611;1387;4927;1943;1885;24;13; NA;321258;  X
410; 419.9;775817;47070;48587;49418;14913;7728;3692;7623;34;23; NA;954848;  X
411; 420.9;168863;149731;13986;62509;6824;19987;5943;6780;38;38; NA;434623;  X
412; 422.0;500482;69664;41300;9533;23157;7264;2339;3002;38;37; NA;656741;  X
413; 423.0;1148676;153485;42239;11135;22965;3557;5445;4214;27;38; NA;1391716;  X
414; 423.9;657772;16585;13698;15769;1857;2827;2227;941;27;38; NA;711676;  X
415; 424.9;1708086;336943;32693;61142;55050;16046;9654;18286;20;30; NA;2237900;  X
416; 425.9;112878;10019;12961;9160;7349;1150;2855;3219;13;40; NA;159591;  X
417; 426.9;30974;31382;28276;17808;21126;17444;4660;4347;40;48; NA;156017;  X
418; 428.0;51169;23104;3824;34457;10250;10114;3806;3148;50;43; NA;139872;  X
419; 428.9;253234;89910;7745;6274;2405;1464;1606;1161;40;38; NA;363799;  X
420; 429.9;836150;306800;60782;19966;18734;10438;4309;6840;38;21; NA;1264019;  X
421; 430.9;693388;309482;48188;44443;33370;10597;5891;5178;16;11; NA;1150537;  X
422; 431.9;212275;14383;5999;12260;12469;6364;5993;4681;17;4; NA;274424;  X
423; 432.9;620695;28451;20556;17017;10310;11071;3560;8868;41;23; NA;720528;  X
424; 433.9;626976;57522;8345;45422;10228;10232;6325;1921;53;35; NA;766971;  X
425; 434.9;227394;7065;10849;3116;5880;2206;635;488;66;48; NA;257633;  X
426; 435.9;70650;15216;51068;10569;11982;6039;3810;2766;56;63; NA;172100;  X
427; 436.9;313893;30013;9616;50724;21810;9632;3860;2337;53;64; NA;441885;  X
428; 438.0;352375;117091;10237;9955;7506;15182;1873;1111;54;47; NA;515330;  X
429; 438.9;144901;22860;21596;15204;20212;2426;887;603;47;44; NA;228689;  X
430; 439.9;1440314;135713;26903;28174;9214;6502;974;770;38;26; NA;1648564;  X
431; 441.0;219838;42332;15711;6334;9879;3295;1379;1118;29;16; NA;299886;  X
432; 441.9;528474;391370;38148;68248;16007;20629;12343;5988;21;23; NA;1081207;  X
433; 443.1;1626480;610578;31866;34882;33034;24093;7318;3735;20;1; NA;2371986;  X
434; 444.0;1237935;441526;62058;120428;51770;15563;15220;4839;16;1; NA;1949339;  X
435; 445.0;456465;82854;10484;78340;5164;8555;4431;4580;16;10; NA;650873;  X
436; 445.9;688340;43188;9861;70014;36942;12447;5667;1940;26;24; NA;868399;  X
437; 446.9;206032;124874;31273;53762;9995;11519;4942;4926;30;43; NA;447323;  X
438; 447.9;1959064;415751;149039;24473;24631;13122;6856;2379;29;44; NA;2595315;  X
439; 448.9;144455;8823;3405;1313;1073;520;142;216;26;37; NA;159947;  X
440; 452.0;39037;50742;29989;22829;7569;3566;2860;2838;16;37; NA;159430;  X
441; 452.9;873390;17234;45315;12141;8874;6161;3367;1481;20;48; NA;967963;  X
442; 453.9;100558;22985;1953;77845;4099;7572;3948;3013;30;67; NA;221973;  X
443; 454.9;104219;142014;1992;46730;24429;13329;5481;6326;38;61; NA;344520;  X
444; 456.0;154741;39972;50679;34653;18563;10076;4440;2580;44;66; NA;315704;  X
445; 456.9;66425;40005;5239;15984;1354;2278;988;464;38;51; NA;132737;  X
446; 457.9;760281;98294;10773;51160;32500;5463;5526;1827;29;35; NA;965824;  X
447; 459.0;129522;13878;8160;10805;6125;1206;1238;1668;23;48; NA;172602;  X
448; 460.0;36840;33901;2577;12284;4098;1650;2248;760;14;37; NA;94358;  X
449; 460.9;261863;131538;6375;85395;10465;11031;6338;4230;17;38; NA;517235;  X
450; 460.9;754401;114045;5682;24935;33360;10664;4637;1811;26;27; NA;949535;  X
