obs; time; Delta; Theta; Alpha1; Alpha2; Beta1; Beta2; Gamma1; Gamma2; Attention; Meditation; Derived; totPwr; class 
312; 323.3;58761;87318;51917;35356;22232;20043;4771;2674;57;47; NA;283072;  X
313; 324.4;549740;22926;24394;13863;23319;18617;6073;2320;81;57; NA;661252;  X
314; 325.4;109097;407406;62848;8426;19860;6185;6853;4358;67;50; NA;625033;  X
315; 326.4;73188;108184;52597;12391;25107;8716;4571;5356;67;43; NA;290110;  X
316; 327.4;15611;16248;29224;3774;14707;11859;5292;1659;77;47; NA;98374;  X
317; 328.4;32729;14383;39572;19432;9752;8146;4630;5407;64;60; NA;134051;  X
318; 329.4;24551;44473;27715;15168;23813;5722;2841;2432;81;74; NA;146715;  X
319; 330.3;79523;2575;23073;3755;2089;1799;1053;760;83;94; NA;114627;  X
320; 331.4;72855;34566;16184;3935;3431;2316;1957;1536;66;87; NA;136780;  X
321; 332.3;289263;102340;21224;18325;46491;6188;4717;2392;56;61; NA;490940;  X
322; 333.4;75185;12891;10109;4650;3252;2293;810;2610;57;63; NA;111800;  X
323; 334.4;94554;26121;6449;4320;2785;3761;2354;804;63;37; NA;141148;  X
324; 335.4;89809;76449;46011;18133;47309;5908;20643;4078;61;37; NA;308340;  X
325; 336.3;1389638;89266;56553;44637;15967;6690;5003;4776;60;51; NA;1612530;  X
326; 337.4;9205;23184;24471;7913;3384;13707;1786;3078;70;51; NA;86728;  X
327; 338.3;104854;25992;10382;7078;1830;2812;2220;834;66;57; NA;156002;  X
328; 339.4;32655;31491;13669;1710;4912;3186;1015;537;74;56; NA;89175;  X
329; 340.3;298854;303870;150234;27505;39868;12025;4884;2156;67;50; NA;839396;  X
330; 341.3;51321;27261;17872;10108;7739;7435;2389;1279;61;48; NA;125404;  X
331; 342.4;428029;32329;7890;5685;5757;3912;2571;1621;64;41; NA;487794;  X
332; 343.3;63771;13793;3200;2909;8790;2087;2586;807;70;35; NA;97943;  X
333; 344.4;1152634;136248;20607;27868;37853;19133;9404;5213;87;27; NA;1408960;  X
334; 345.4;206298;166198;83691;7394;23821;8497;3370;1419;70;23; NA;500688;  X
335; 346.4;327719;67808;17859;2385;7887;1728;833;828;56;21; NA;427047;  X
336; 347.4;259408;72091;2023;8289;16357;5766;6150;8434;51;13; NA;378518;  X
337; 348.4;17383;63964;74484;7685;8548;7340;4360;8530;43;29; NA;192294;  X
338; 349.4;505939;71418;13831;4248;9260;5217;6315;3568;50;21; NA;619796;  X
339; 350.3;421579;46822;22927;5384;7143;2727;486;1165;54;27; NA;508233;  X
340; 351.3;101882;21908;9065;5631;5666;1278;1243;851;48;43; NA;147524;  X
341; 352.3;289465;7220;3009;5451;2585;1033;1118;1100;51;41; NA;310981;  X
342; 353.3;147448;31109;4618;5072;1486;2516;1010;799;51;43; NA;194058;  X
343; 354.4;1284478;542068;73774;24647;26040;16504;5333;4157;50;34; NA;1977001;  X
344; 355.4;243357;41715;20871;15737;16806;3815;2949;4297;53;34; NA;349547;  X
345; 356.3;67767;190594;53331;22079;21117;10825;7319;5431;47;24; NA;378463;  X
346; 357.4;133000;29724;15452;24440;2179;6247;5080;5398;50;38; NA;221520;  X
347; 358.4;559153;78991;17631;3719;27410;8817;7701;2183;61;38; NA;705605;  X
348; 359.4;272186;56716;17281;1997;16861;14452;3904;1236;77;29; NA;384633;  X
349; 360.4;9676;20291;23571;4643;5122;4507;1789;2004;87;40; NA;71603;  X
350; 361.4;25117;6363;31239;9733;16894;7137;5350;3833;91;43; NA;105666;  X
351; 362.4;470009;531690;102154;10033;26162;11628;7325;4391;75;43; NA;1163392;  X
352; 363.4;73746;5455;2163;2340;954;748;209;468;66;54; NA;86083;  X
353; 364.4;158671;7490;1623;1161;847;693;331;480;61;43; NA;171296;  X
354; 365.3;114947;75352;14675;10974;17577;8989;3968;3625;56;24; NA;250107;  X
355; 366.4;46541;20257;69932;31734;14246;10660;5623;3586;70;50; NA;202579;  X
356; 367.4;131665;55014;48116;7941;7388;6605;9398;3681;69;51; NA;269808;  X
357; 368.3;275066;19795;11886;1602;7119;5388;1640;1283;78;54; NA;323779;  X
358; 369.4;107162;41598;44152;34476;11151;4666;2248;1177;69;74; NA;246630;  X
359; 370.4;126493;2603;1593;359;915;521;252;137;74;56; NA;132873;  X
360; 371.4;361813;141373;5473;13389;15499;16361;9731;3448;80;37; NA;567087;  X
361; 372.4;53434;98409;16467;13263;8700;6889;1671;1421;69;34; NA;200254;  X
362; 373.4;466357;55412;36346;25151;15709;5082;1604;5353;69;27; NA;611014;  X
363; 374.4;470770;20521;8809;8836;6074;1527;2065;971;56;30; NA;519573;  X
364; 375.3;156554;4365;11392;3123;4867;3557;648;1475;61;54; NA;185981;  X
365; 376.4;45416;21323;62971;27019;8977;8688;4810;2135;66;77; NA;181339;  X
366; 377.4;101080;31748;43989;6679;17418;4399;8496;4084;69;78; NA;217893;  X
367; 378.4;135978;16890;1698;5102;9003;10540;1241;1555;91;64; NA;182007;  X
368; 379.3;391803;46147;17792;28954;15811;11248;7868;6197;84;60; NA;525820;  X
369; 380.3;537991;212163;35876;35556;35254;21097;11375;9663;83;37; NA;898975;  X
370; 381.4;66111;73736;47403;26637;24386;16699;21265;10725;88;34; NA;286962;  X
371; 382.3;475946;55858;22373;3494;40489;16203;6769;6883;81;35; NA;628015;  X
372; 383.3;93568;26195;15465;16092;11724;5017;1491;1861;78;37; NA;171413;  X
373; 384.4;193330;40965;10879;1637;15623;2711;956;853;74;35; NA;266954;  X
374; 385.4;2425304;256313;58483;29359;17089;12695;6636;3302;63;26; NA;2809181;  X
375; 386.4;73993;25650;53407;42659;26015;11186;3579;3672;54;44; NA;240161;  X
376; 387.4;128911;27427;12491;9185;10942;12732;2768;2148;66;40; NA;206604;  X
377; 388.3;368323;165415;128619;30488;21742;26699;3320;5806;70;51; NA;750412;  X
378; 389.4;598356;35177;36060;14084;21880;8946;6143;4211;81;61; NA;724857;  X
379; 390.3;103696;67706;30553;29004;15098;6519;8207;11776;77;53; NA;272559;  X
380; 391.3;305235;61082;67392;25467;5715;5645;8079;7859;56;64; NA;486474;  X
381; 392.3;206039;60531;8685;4682;3882;1813;2339;1680;44;51; NA;289651;  X
382; 393.4;194717;20324;4293;3366;818;474;206;165;26;44; NA;224363;  X
383; 394.4;77170;117444;59515;22025;11277;8526;2253;3973;26;41; NA;302183;  X
384; 395.4;97505;7850;35877;9055;4698;2986;2094;702;29;50; NA;160767;  X
385; 396.3;42996;80581;1664;5811;4323;3558;1285;1174;35;41; NA;141392;  X
386; 397.3;126633;71644;25693;8976;8122;9032;5956;2945;51;43; NA;259001;  X
387; 398.3;449643;113152;9058;8660;22488;12111;5767;9684;57;26; NA;630563;  X
388; 399.4;1169340;38843;31461;18401;35346;11406;3299;2168;66;11; NA;1310264;  X
389; 400.4;253076;171654;11428;11988;17095;6180;3941;2714;64;14; NA;478076;  X
390; 401.4;585093;60455;17907;5366;9295;2592;3407;1300;54;11; NA;685415;  X
391; 402.4;802733;71012;64673;23656;39526;20316;10201;10266;57;29; NA;1042383;  X
392; 403.3;65762;90639;74472;11423;9858;18437;9691;9863;56;30; NA;290145;  X
393; 404.4;45127;9408;11513;2871;1504;1024;316;629;60;56; NA;72392;  X
394; 405.3;411781;108314;20914;5073;26138;27202;10288;5267;77;50; NA;614977;  X
395; 406.3;263117;172314;8339;6929;5589;8065;1993;1266;66;27; NA;467612;  X
396; 407.4;720812;133554;4735;13054;24402;4657;5212;4829;54;8; NA;911255;  X
397; 408.3;261139;121145;22187;25029;9786;4934;8440;585;50;1; NA;453245;  X
398; 409.3;1697062;22381;1940;8236;2213;2215;1039;882;40;1; NA;1735968;  X
399; 410.4;285546;22162;1500;1464;3260;2874;899;1259;48;4; NA;318964;  X
400; 411.4;746028;58916;1316;26458;21253;19868;15026;11344;67;13; NA;900209;  X
401; 412.3;496083;93825;11570;20766;20457;4968;8503;4042;69;11; NA;660214;  X
402; 413.4;761635;101047;6752;45361;28923;10288;41728;22126;69;11; NA;1017860;  X
403; 414.4;551316;24352;4943;1861;27916;16770;7088;10704;83;11; NA;644950;  X
404; 415.4;894862;132204;13523;26886;20566;11473;11020;17551;69;10; NA;1128085;  X
405; 416.3;73642;27422;15515;12485;7463;6171;4596;2548;80;17; NA;149842;  X
406; 417.4;192474;400191;43102;18748;45953;15023;15484;16401;70;8; NA;747376;  X
407; 418.3;1662772;285369;41244;162226;34453;35809;22853;18618;53;27; NA;2263344;  X
408; 419.4;1200060;189343;82042;35744;71124;35000;15873;15094;57;34; NA;1644280;  X
409; 420.3;1213704;148507;14592;23943;17482;10934;6527;3614;51;23; NA;1439303;  X
410; 421.3;1675156;109056;25040;57456;18784;13747;17436;12662;60;38; NA;1929337;  X
411; 422.3;918166;41290;8933;14824;32643;8534;9021;25766;64;29; NA;1059177;  X
412; 423.3;72521;9519;2577;2188;1904;535;1222;711;56;29; NA;91177;  X
413; 424.3;274608;86645;57089;15605;9630;13546;38776;9307;60;41; NA;505206;  X
414; 425.3;1337847;26016;46810;25113;41587;13345;10144;8811;66;47; NA;1509673;  X
415; 426.3;3520576;83770;14787;39908;34805;13570;14889;20767;63;50; NA;3743072;  X
416; 427.3;390091;13888;11620;1711;2972;3551;4486;2434;74;54; NA;430753;  X
417; 428.3;81249;4998;1696;901;1058;1747;463;426;81;48; NA;92538;  X
418; 429.3;52132;149754;51065;15395;23549;13530;17641;18789;74;38; NA;341855;  X
419; 430.4;714633;32816;16466;9089;5764;4628;1910;3700;70;43; NA;789006;  X
420; 431.3;78876;8376;69369;10481;28299;10865;14224;9155;70;51; NA;229645;  X
421; 432.4;371757;440382;49464;25637;20385;15184;5316;6489;53;44; NA;934614;  X
422; 433.4;112503;15396;4019;4386;4148;2036;3064;2902;56;47; NA;148454;  X
423; 434.3;341300;44462;53473;18046;29107;5635;14589;10260;51;50; NA;516872;  X
424; 435.3;201619;86738;12103;7336;2778;3088;2994;1835;38;27; NA;318491;  X
425; 436.4;1511735;126183;13020;2935;19569;15521;10395;8888;51;24; NA;1708246;  X
426; 437.3;151222;129195;29258;14405;8675;14906;8968;4296;51;20; NA;360925;  X
427; 438.3;113213;74288;39553;18019;6270;12303;17523;8830;56;16; NA;289999;  X
428; 439.4;195706;23558;8194;1592;3713;4052;1669;3339;69;20; NA;241823;  X
429; 440.4;345054;24389;12923;10723;7362;1769;5237;4699;57;38; NA;412156;  X
430; 441.3;58649;7199;6005;2146;6642;1961;3875;1165;63;44; NA;87642;  X
431; 442.3;235297;48210;47284;18458;14563;9073;8982;4488;61;50; NA;386355;  X
432; 443.4;60050;27369;21381;8783;8527;13086;6433;8114;67;57; NA;153743;  X
433; 444.4;40893;10898;8913;8969;10951;7023;5609;4602;84;56; NA;97858;  X
434; 445.4;48791;26268;20083;22178;18746;11449;9903;13112;87;61; NA;170530;  X
435; 446.4;83064;54774;13665;19390;7716;11620;6062;9014;91;53; NA;205305;  X
436; 447.4;96242;4030;2810;1731;1227;384;726;275;77;54; NA;107425;  X
437; 448.3;59589;10997;32250;1084;41844;14008;7560;4036;80;53; NA;171368;  X
438; 449.3;28468;58955;23917;7219;8370;13732;7138;4464;80;47; NA;152263;  X
439; 450.3;796638;134516;141181;8294;41435;20874;14896;6682;75;51; NA;1164516;  X
440; 452.3;740434;109115;64032;13686;17731;9266;7893;9817;77;48; NA;971974;  X
441; 453.3;1391499;34570;4146;3411;11969;5032;5464;2782;66;37; NA;1458873;  X
442; 454.3;413500;319802;27597;56855;35834;15157;13048;8875;53;29; NA;890668;  X
443; 455.3;49312;56708;27156;12140;3116;1826;810;1496;40;26; NA;152564;  X
444; 456.3;1859323;313887;4504;20404;34901;12511;13105;16419;37;7; NA;2275054;  X
445; 457.3;1416697;233576;12916;42612;13222;17501;13356;9589;30;10; NA;1759469;  X
446; 458.4;188686;17613;81501;15051;27809;7484;12772;15612;37;30; NA;366528;  X
447; 459.4;65488;22371;14614;7923;6051;8569;15374;11373;57;30; NA;151763;  X
448; 460.4;14971;28592;61675;5767;7594;16532;6322;10070;74;61; NA;151523;  X
449; 461.3;84197;21726;31271;10632;24150;19016;6973;9982;88;74; NA;207947;  X
450; 461.3;28145;49631;33552;10180;6993;13316;8554;10452;94;61; NA;160823;  X
