obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
46, 62.0, 2337185, 53610, 59625, 39566, 64557, 47156, 17991, 23337, 64, 66, NA, 2643027,  X*
47, 62.9, 1419979, 88020, 12338, 16558, 18494, 12076, 9312, 5174, 87, 63, NA, 1581951,  X*
48, 64.0, 673529, 57250, 12920, 832, 5585, 2060, 2761, 1368, 56, 61, NA, 756305,  X*
49, 64.9, 53953, 3309, 1031, 1203, 1409, 939, 514, 449, 63, 40, NA, 62807,  X*
50, 65.9, 545121, 70043, 26114, 21638, 11804, 6546, 10242, 4032, 43, 40, NA, 695540,  X*
51, 66.9, 153302, 100767, 6914, 9848, 8404, 10334, 3912, 10438, 43, 34, NA, 303919,  X*
52, 67.9, 1383005, 181416, 11938, 3408, 7537, 4058, 12005, 2527, 38, 20, NA, 1605894,  X*
53, 68.9, 87826, 20773, 2212, 2718, 2179, 1878, 2799, 1304, 27, 10, NA, 121689,  X*
54, 69.9, 1265294, 35176, 4712, 9621, 12755, 15195, 12807, 10912, 47, 1, NA, 1366472,  X*
55, 70.9, 1335892, 151466, 79988, 38209, 9032, 37325, 35283, 11023, 51, 16, NA, 1698218,  X*
56, 72.0, 700098, 365868, 105385, 60858, 63044, 14720, 19224, 10942, 54, 37, NA, 1340139,  X*
57, 72.9, 745001, 292170, 82453, 19506, 42056, 19799, 21179, 6308, 50, 43, NA, 1228472,  X*
58, 73.9, 322265, 287882, 3646, 44532, 8154, 10217, 33752, 14484, 23, 38, NA, 724932,  X*
59, 74.9, 91620, 41952, 17283, 4894, 9766, 5168, 4684, 2101, 17, 34, NA, 177468,  X*
60, 75.9, 1425414, 141782, 101172, 23292, 37229, 35422, 21599, 16118, 35, 38, NA, 1802028,  X*
61, 76.9, 45971, 35339, 35927, 21346, 22570, 8029, 6725, 9860, 43, 51, NA, 185767,  X*
62, 77.9, 31326, 5725, 5483, 1849, 3267, 1335, 8000, 3224, 57, 70, NA, 60209,  X*
63, 78.9, 275599, 77891, 89916, 22623, 31434, 22548, 11192, 3054, 61, 81, NA, 534257,  X*
64, 79.9, 1272274, 65968, 19113, 8237, 5906, 3938, 2348, 1346, 50, 75, NA, 1379130,  X*
65, 80.9, 128534, 36075, 10669, 1742, 4902, 3887, 2296, 3036, 50, 61, NA, 191141,  X*
66, 81.9, 204909, 32744, 29763, 25553, 13615, 8135, 8937, 8670, 50, 66, NA, 332326,  X*
67, 82.9, 150292, 119235, 141855, 14853, 40066, 10631, 8419, 6964, 35, 67, NA, 492315,  X*
68, 83.9, 35931, 54807, 48062, 2329, 27667, 16191, 13913, 3505, 50, 74, NA, 202405,  X*
69, 84.9, 38284, 37684, 77095, 23463, 29117, 23377, 13009, 4950, 57, 90, NA, 246979,  X*
70, 86.0, 9689, 12259, 24048, 16683, 15670, 28374, 4142, 3809, 77, 84, NA, 114674,  X*
71, 86.9, 411511, 63235, 17783, 16305, 42023, 16697, 4695, 5856, 94, 69, NA, 578105,  X*
72, 87.9, 9014, 24797, 40743, 53591, 17850, 15148, 9951, 4417, 91, 84, NA, 175511,  X*
73, 88.9, 6823, 15933, 35522, 9655, 17298, 9309, 8108, 3465, 91, 84, NA, 106113,  X*
74, 90.0, 139183, 129206, 24583, 30809, 27051, 8454, 4553, 3294, 64, 75, NA, 367133,  X*
75, 90.9, 814309, 237414, 29262, 35147, 18155, 11139, 10102, 11006, 44, 70, NA, 1166534,  X*
76, 91.9, 377298, 25768, 59727, 40459, 48492, 22188, 13028, 13053, 48, 66, NA, 600013,  X*
77, 92.9, 120873, 19853, 4784, 2823, 899, 1882, 3520, 2263, 38, 51, NA, 156897,  X*
78, 93.9, 90031, 60517, 51067, 25800, 13223, 12205, 8037, 7128, 44, 64, NA, 268008,  X*
79, 94.9, 58665, 86736, 21774, 29883, 19997, 9796, 6665, 6588, 53, 74, NA, 240104,  X*
80, 95.9, 527870, 52395, 21352, 29140, 27563, 10426, 4215, 6284, 48, 63, NA, 679245,  X*
81, 96.9, 31924, 34882, 24324, 18473, 16551, 15986, 3393, 6065, 61, 70, NA, 151598,  X*
82, 97.9, 12543, 27879, 65401, 22202, 10174, 15741, 26437, 11331, 66, 78, NA, 191708,  X*
83, 98.9, 101986, 116977, 33762, 43206, 45034, 13605, 9677, 8724, 67, 80, NA, 372971,  X*
84, 99.9, 57619, 49227, 10340, 22151, 13314, 20757, 4015, 2052, 78, 75, NA, 179475,  X*
85, 100.9, 812455, 77515, 24904, 10404, 11011, 19457, 9792, 7962, 77, 66, NA, 973500,  X*
86, 101.9, 92869, 30515, 1096, 2941, 1581, 4297, 1743, 3115, 75, 34, NA, 138157,  X*
87, 102.9, 289445, 143125, 58192, 6213, 30197, 10618, 4977, 12223, 70, 29, NA, 554990,  X*
88, 103.9, 960708, 60959, 39946, 30061, 36929, 15628, 9555, 9063, 61, 37, NA, 1162849,  X*
89, 104.9, 202584, 61372, 46707, 6637, 13940, 11593, 23637, 6276, 54, 44, NA, 372746,  X*
90, 106.0, 1610863, 130814, 77250, 28861, 33634, 18374, 8654, 14211, 50, 66, NA, 1922661,  X*
91, 106.9, 50085, 41238, 53150, 44113, 8938, 18998, 17362, 8983, 60, 83, NA, 242867,  X*
92, 107.9, 44748, 54317, 54098, 37281, 21687, 16556, 9501, 6852, 60, 88, NA, 245040,  X*
93, 108.9, 563958, 103385, 8660, 47599, 38198, 15998, 11464, 8257, 61, 81, NA, 797519,  X*
94, 109.9, 144118, 65473, 19115, 14470, 27864, 29886, 18227, 8667, 77, 70, NA, 327820,  X*
95, 111.0, 97425, 77816, 136218, 39247, 42874, 24053, 13560, 12243, 70, 69, NA, 443436,  X*
96, 111.9, 96923, 17606, 3850, 20209, 4163, 4256, 1855, 1608, 69, 69, NA, 150470,  X*
97, 113.2, 28964, 5190, 7874, 5953, 5743, 5020, 3219, 1628, 80, 81, NA, 63591,  X*
98, 114.0, 111091, 91040, 61871, 65046, 40136, 6566, 5645, 3028, 53, 96, NA, 384423,  X*
99, 114.9, 169187, 94827, 26906, 51081, 9494, 9229, 9406, 6500, 48, 90, NA, 376630,  X*
100, 115.9, 198620, 168861, 46160, 24175, 25253, 23121, 12373, 6637, 47, 77, NA, 505200,  X*
101, 116.9, 33360, 43145, 14717, 41999, 13615, 28945, 5397, 9066, 50, 74, NA, 190244,  X*
102, 118.0, 1585334, 58630, 98421, 47332, 28044, 10352, 8803, 8369, 56, 80, NA, 1845285,  X*
103, 118.9, 113697, 114660, 16981, 72993, 17075, 18593, 5834, 4479, 61, 77, NA, 364312,  X*
104, 119.9, 37693, 14391, 48467, 66876, 9027, 13486, 5297, 6063, 63, 100, NA, 201300,  X*
105, 120.9, 357241, 127019, 28650, 16631, 36567, 7246, 7728, 3757, 41, 87, NA, 584839,  X*
106, 122.0, 11395, 50373, 54760, 48773, 24692, 13676, 5834, 6043, 48, 77, NA, 215546,  X*
107, 122.9, 408916, 274146, 6761, 9040, 5417, 21360, 3809, 3504, 44, 51, NA, 732953,  X*
108, 124.0, 59450, 38167, 52511, 11559, 29913, 14420, 4733, 2810, 48, 38, NA, 213563,  X*
109, 124.9, 38037, 72178, 40394, 53768, 43607, 12463, 3751, 2112, 54, 51, NA, 266310,  X*
110, 125.9, 119165, 66626, 17852, 46820, 21754, 10554, 4662, 1726, 51, 47, NA, 289159,  X*
111, 126.9, 100939, 24672, 63326, 15357, 36088, 18508, 8800, 7683, 63, 78, NA, 275373,  X*
112, 127.9, 32547, 46562, 15133, 36188, 21041, 6887, 6011, 4359, 54, 77, NA, 168728,  X*
113, 129.0, 219770, 164313, 29768, 23604, 19954, 33518, 9634, 8828, 64, 64, NA, 509389,  X*
114, 129.9, 112814, 5981, 17732, 7939, 4705, 3242, 1537, 1281, 66, 77, NA, 155231,  X*
115, 131.0, 28436, 24163, 41970, 25480, 30494, 6771, 2120, 6309, 56, 78, NA, 165743,  X*
116, 131.9, 12328, 23814, 25929, 31044, 21206, 9822, 11604, 6903, 61, 81, NA, 142650,  X*
117, 132.9, 17690, 17832, 74141, 30772, 9647, 10507, 3895, 1597, 54, 100, NA, 166081,  X*
118, 133.9, 18131, 85562, 12587, 18286, 12179, 16117, 4873, 1648, 60, 87, NA, 169383,  X*
119, 134.9, 42106, 154145, 55098, 35844, 26913, 8655, 4545, 5492, 51, 78, NA, 332798,  X*
120, 135.9, 425368, 58070, 14890, 23446, 2718, 3609, 3862, 1182, 38, 74, NA, 533145,  X*
121, 136.9, 362202, 213998, 153373, 12736, 25481, 54682, 14394, 10734, 44, 56, NA, 847600,  X*
122, 137.9, 102518, 142270, 77248, 49235, 33914, 14638, 7106, 11427, 34, 66, NA, 438356,  X*
123, 138.9, 1278120, 203670, 66542, 61713, 35387, 30718, 12256, 21478, 43, 64, NA, 1709884,  X*
124, 139.9, 726340, 102627, 34212, 18137, 10597, 10507, 25404, 16430, 50, 61, NA, 944254,  X*
125, 140.9, 1003793, 186273, 50773, 15690, 17073, 16183, 6084, 8948, 40, 54, NA, 1304817,  X*
126, 141.9, 511290, 394050, 48329, 12279, 37799, 17454, 19983, 15793, 37, 38, NA, 1056977,  X*
127, 142.9, 902096, 126293, 7078, 11968, 16392, 16259, 8263, 6710, 40, 23, NA, 1095059,  X*
128, 143.9, 1596742, 62677, 6941, 8789, 7848, 2166, 5576, 6497, 29, 17, NA, 1697236,  X*
129, 144.9, 1933571, 1115588, 43266, 67697, 32987, 35168, 9028, 35894, 20, 4, NA, 3273199,  X*
130, 146.0, 218430, 46109, 4059, 8913, 1162, 2183, 2831, 5533, 20, 11, NA, 289220,  X*
131, 146.9, 1637680, 970560, 163451, 37648, 95477, 109952, 40183, 56344, 17, 14, NA, 3111295,  X*
132, 147.9, 381960, 241073, 81216, 74158, 70150, 45960, 16657, 20588, 34, 23, NA, 931762,  X*
133, 148.9, 765860, 272760, 109682, 12887, 24036, 26080, 24095, 7290, 41, 38, NA, 1242690,  X*
134, 149.9, 1229527, 148257, 34043, 42151, 19623, 10224, 14181, 15090, 44, 44, NA, 1513096,  X*
135, 150.9, 2141495, 491986, 55761, 17021, 38791, 52967, 42805, 33623, 43, 40, NA, 2874449,  X*
136, 151.9, 2856115, 425789, 61061, 89258, 105823, 52296, 83963, 28968, 40, 35, NA, 3703273,  X*
137, 152.9, 1479183, 1616547, 156989, 143551, 147789, 137475, 92546, 121969, 43, 26, NA, 3896049,  X*
138, 154.0, 82375, 57403, 27500, 7038, 27700, 8763, 9678, 25307, 53, 24, NA, 245764,  X*
139, 154.9, 767795, 746771, 212085, 363273, 53694, 72858, 36619, 43562, 48, 41, NA, 2296657,  X*
140, 155.9, 291262, 685759, 569686, 226007, 38717, 67530, 30271, 26740, 41, 54, NA, 1935972,  X*
141, 156.9, 1108004, 264946, 299043, 107081, 187262, 60088, 52901, 26758, 44, 70, NA, 2106083,  X*
142, 157.9, 434958, 156743, 2980, 14092, 14861, 19688, 21261, 20230, 47, 56, NA, 684813,  X*
143, 158.9, 440663, 92233, 11222, 26029, 14962, 24238, 18131, 11651, 61, 48, NA, 639129,  X*
144, 159.9, 714960, 64228, 25802, 17692, 22897, 9012, 6677, 7711, 67, 40, NA, 868979,  X*
145, 160.9, 1186709, 526493, 300625, 201222, 59221, 98836, 72574, 47534, 67, 40, NA, 2493214,  X*
146, 161.9, 1375877, 17032, 3503, 7074, 13116, 7625, 4034, 8769, 78, 50, NA, 1437030,  X*
147, 162.9, 1917471, 539108, 84390, 60914, 24353, 20731, 31008, 38221, 57, 50, NA, 2716196,  X*
148, 163.9, 657693, 14358, 4463, 1331, 2214, 2529, 1524, 2282, 63, 44, NA, 686394,  X*
149, 164.9, 528879, 695758, 97445, 6210, 34345, 28721, 40255, 47914, 51, 26, NA, 1479527,  X*
150, 170.9, 859264, 43546, 19151, 24175, 5654, 21205, 17066, 36310, 51, 35, NA, 1026371,  X*
151, 171.9, 19010, 23938, 3754, 1059, 1322, 3282, 1197, 312, 66, 30, NA, 53874,  X*
152, 172.9, 124265, 91208, 116814, 13194, 21032, 16989, 10701, 17865, 60, 43, NA, 412068,  X*
153, 173.9, 38794, 18420, 54980, 23912, 21743, 36520, 8335, 4805, 88, 64, NA, 207509,  X*
154, 174.9, 463137, 89678, 38827, 25399, 8184, 19584, 9808, 10209, 80, 63, NA, 664826,  X*
155, 175.9, 195042, 17501, 8020, 4806, 4460, 3772, 1431, 4634, 81, 75, NA, 239666,  X*
156, 176.9, 120674, 18334, 14390, 3711, 3560, 3138, 1671, 1181, 83, 70, NA, 166659,  X*
157, 177.9, 166846, 108326, 17067, 34030, 26978, 7220, 13386, 11727, 57, 60, NA, 385580,  X*
158, 178.9, 238845, 416583, 82430, 36789, 42481, 31510, 20185, 16172, 48, 51, NA, 884995,  X*
159, 179.9, 765412, 34434, 10594, 3470, 8257, 3442, 4721, 9398, 43, 47, NA, 839728,  X*
160, 180.9, 774226, 74269, 13952, 40792, 13231, 7259, 15697, 12244, 37, 44, NA, 951670,  X
161, 182.0, 626547, 207032, 157814, 175859, 63944, 26457, 44121, 24676, 37, 56, NA, 1326450,  X
162, 182.9, 302264, 13393, 2337, 5313, 2363, 2812, 3013, 2487, 47, 60, NA, 333982,  X
163, 183.9, 932764, 90508, 43194, 43544, 32830, 14903, 33546, 24568, 48, 66, NA, 1215857,  X
164, 185.0, 856816, 72147, 6821, 8615, 8160, 7851, 3841, 3896, 54, 53, NA, 968147,  X
165, 185.9, 315153, 217119, 22919, 13102, 10757, 11191, 5982, 9563, 53, 30, NA, 605786,  X
166, 186.9, 96466, 93155, 33404, 6800, 6573, 6501, 6159, 3605, 40, 30, NA, 252663,  X
167, 187.9, 145773, 122459, 29238, 9797, 10771, 5747, 6275, 5149, 29, 23, NA, 335209,  X
168, 188.9, 67881, 46741, 72476, 34348, 7931, 6136, 7726, 8301, 17, 47, NA, 251540,  X
169, 189.9, 218904, 71826, 12702, 6622, 7824, 4072, 5399, 4957, 20, 51, NA, 332306,  X
170, 190.9, 1678851, 309392, 58989, 60918, 58765, 26648, 23736, 47738, 24, 50, NA, 2265037,  X
171, 191.9, 180597, 57738, 30077, 39323, 15500, 24202, 15114, 10464, 43, 60, NA, 373015,  X
172, 192.9, 646051, 349165, 31684, 22149, 20899, 23932, 13028, 8993, 48, 34, NA, 1115901,  X
173, 193.9, 69157, 52816, 17322, 4088, 4024, 4321, 6516, 3820, 51, 38, NA, 162064,  X
174, 194.9, 67263, 81032, 5670, 11760, 6031, 7618, 1848, 1816, 53, 34, NA, 183038,  X
175, 195.9, 81747, 30529, 1329, 3191, 2168, 1698, 1401, 1257, 37, 13, NA, 123320,  X
176, 196.9, 860458, 673497, 125293, 27049, 38954, 29176, 29403, 35370, 30, 17, NA, 1819200,  X
177, 197.9, 336168, 279548, 101381, 20378, 14018, 20275, 19729, 16667, 29, 20, NA, 808164,  X
178, 198.9, 869371, 18777, 35046, 1368, 2960, 5172, 2506, 1410, 34, 40, NA, 936610,  X
179, 199.9, 140023, 170859, 13396, 42504, 19423, 9298, 4912, 14425, 30, 48, NA, 414840,  X
180, 200.9, 102485, 82935, 1505, 3953, 8892, 7688, 2827, 3336, 43, 35, NA, 213621,  X
181, 201.9, 295704, 256672, 48052, 19604, 182776, 53628, 109296, 45919, 60, 24, NA, 1011651,  X
182, 202.9, 172117, 79095, 14460, 18516, 5694, 10798, 9773, 5527, 60, 13, NA, 315980,  X
183, 203.9, 701854, 360253, 80294, 3377, 18517, 12866, 19376, 11695, 53, 11, NA, 1208232,  X
184, 204.9, 1460694, 23608, 24961, 4908, 4961, 5694, 3593, 6728, 54, 40, NA, 1535147,  X
185, 205.9, 634117, 355976, 32637, 31825, 19093, 16645, 17309, 16872, 38, 43, NA, 1124474,  X
186, 206.9, 1343480, 267534, 85536, 55120, 12622, 28490, 19832, 16895, 35, 44, NA, 1829509,  X
187, 207.9, 113020, 67910, 17938, 14599, 14541, 8013, 4978, 6568, 47, 50, NA, 247567,  X
188, 208.9, 1079321, 621245, 19139, 13193, 14212, 11423, 7442, 5878, 26, 20, NA, 1771853,  X
189, 209.9, 42085, 15722, 32787, 28159, 42398, 23396, 12321, 8745, 48, 37, NA, 205613,  X
190, 210.9, 90424, 11679, 55130, 30933, 28752, 15293, 6361, 4871, 60, 48, NA, 243443,  X
191, 211.9, 68584, 36966, 31361, 30239, 21913, 14112, 20351, 9751, 64, 57, NA, 233277,  X
192, 212.9, 62068, 34175, 60310, 32964, 28620, 19015, 10533, 4834, 90, 91, NA, 252519,  X
193, 213.9, 24643, 41372, 18874, 30712, 5906, 6520, 8731, 7629, 74, 93, NA, 144387,  X
194, 214.9, 148329, 18842, 5608, 2565, 6400, 4776, 1283, 1636, 74, 75, NA, 189439,  X
195, 215.9, 622847, 71324, 24655, 26452, 40083, 15583, 4292, 4046, 74, 66, NA, 809282,  X
196, 216.9, 12003, 32542, 15521, 36284, 41512, 11262, 10148, 2958, 70, 57, NA, 162230,  X
197, 217.9, 39799, 52531, 37992, 22398, 27795, 15991, 4486, 5302, 81, 54, NA, 206294,  X
198, 218.9, 95837, 65424, 43218, 28417, 23396, 13247, 3794, 6487, 74, 64, NA, 279820,  X
199, 219.9, 8194, 16832, 55026, 29027, 7666, 17266, 3795, 3073, 77, 81, NA, 140879,  X
200, 220.9, 100253, 19315, 1707, 21955, 5404, 7557, 1663, 1723, 80, 84, NA, 159577,  X
201, 221.9, 17795, 31503, 57305, 16720, 21570, 10760, 5790, 3652, 77, 90, NA, 165095,  X
202, 222.9, 89633, 23861, 34331, 10406, 16198, 18440, 10842, 3778, 90, 90, NA, 207489,  X
203, 223.9, 14462, 55857, 24256, 11372, 7118, 13000, 9535, 4349, 87, 75, NA, 139949,  X
204, 224.9, 28138, 40515, 78473, 22003, 37771, 17069, 3880, 3860, 81, 80, NA, 231709,  X
205, 225.9, 421835, 14441, 50271, 37541, 11492, 16530, 6260, 8550, 88, 84, NA, 566920,  X
206, 226.9, 43116, 14082, 3324, 10393, 11106, 5333, 2946, 1728, 84, 80, NA, 92028,  X
207, 227.9, 448745, 153395, 13538, 57065, 21324, 29238, 13140, 7570, 84, 78, NA, 744015,  X
208, 228.9, 785512, 76025, 58468, 28781, 3067, 12678, 12603, 9943, 78, 75, NA, 987077,  X
209, 229.9, 7436, 12019, 5085, 15516, 18187, 18976, 9216, 4160, 90, 60, NA, 90595,  X
210, 230.9, 125750, 33738, 155107, 22785, 9142, 18099, 19673, 11585, 78, 78, NA, 395879,  X
211, 231.9, 335697, 299708, 39631, 26472, 16663, 16118, 19092, 20258, 63, 74, NA, 773639,  X
212, 233.1, 866705, 88585, 35085, 28067, 8447, 12657, 8495, 5034, 61, 67, NA, 1053075,  X
213, 234.0, 102899, 52964, 19227, 7716, 5960, 2970, 5597, 2200, 29, 67, NA, 199533,  X
214, 234.9, 78259, 75376, 39034, 24260, 55765, 15896, 13049, 6761, 34, 50, NA, 308400,  X
215, 235.9, 122999, 90364, 23516, 29551, 28898, 8578, 6303, 15518, 37, 56, NA, 325727,  X
216, 236.9, 16690, 8437, 44398, 20967, 12293, 8808, 11950, 7156, 40, 69, NA, 130699,  X
217, 237.9, 118206, 29986, 6867, 3455, 4179, 2399, 1401, 797, 47, 66, NA, 167290,  X
218, 238.9, 86471, 7987, 24105, 6069, 3855, 2741, 1810, 1477, 40, 81, NA, 134515,  X
219, 240.0, 409065, 16825, 75946, 148085, 10565, 8515, 8232, 3464, 35, 100, NA, 680697,  X
220, 240.9, 20749, 58295, 17823, 10604, 8620, 12716, 12246, 15567, 38, 80, NA, 156620,  X
221, 241.9, 63633, 144856, 38278, 23304, 23746, 15845, 9398, 17932, 41, 78, NA, 336992,  X
222, 242.9, 196673, 26339, 50507, 15705, 46231, 19687, 11306, 3283, 53, 64, NA, 369731,  X
223, 243.9, 98113, 42992, 10898, 17470, 19885, 10593, 7381, 6298, 67, 40, NA, 213630,  X
224, 244.9, 239872, 37026, 56173, 24351, 22668, 9548, 4667, 3199, 61, 50, NA, 397504,  X
225, 245.9, 47715, 41922, 10310, 18369, 6337, 15753, 4507, 5000, 74, 53, NA, 149913,  X
226, 246.9, 11783, 29558, 21021, 45091, 18900, 11972, 6532, 3981, 67, 56, NA, 148838,  X
227, 247.9, 25112, 42795, 44361, 44701, 7112, 10317, 8159, 7989, 60, 67, NA, 190546,  X
228, 248.9, 18260, 76407, 14446, 88513, 20779, 11112, 8959, 6248, 56, 66, NA, 244724,  X
229, 249.9, 31695, 37346, 32137, 24437, 30659, 15295, 3746, 5793, 53, 69, NA, 181108,  X
230, 250.9, 28348, 38300, 41958, 12115, 13193, 7440, 2459, 4096, 48, 67, NA, 147909,  X
231, 251.9, 1188126, 78890, 79088, 9075, 31520, 11880, 6499, 4508, 47, 61, NA, 1409586,  X
232, 252.9, 11878, 99475, 61298, 17582, 20093, 12421, 11238, 12122, 50, 56, NA, 246107,  X
233, 254.1, 102563, 13448, 3314, 9603, 1573, 5826, 2077, 1515, 53, 56, NA, 139919,  X
234, 255.0, 44104, 19260, 4669, 6677, 4183, 5798, 2736, 1380, 63, 48, NA, 88807,  X
235, 255.9, 99097, 21866, 7102, 3831, 8778, 7241, 3685, 3426, 75, 40, NA, 155026,  X
236, 256.9, 670959, 93669, 9311, 25862, 8522, 9691, 6997, 6585, 75, 35, NA, 831596,  X
237, 257.9, 26535, 47090, 37248, 15149, 28541, 14897, 8263, 6518, 69, 35, NA, 184241,  X
238, 258.9, 407578, 106578, 25896, 34134, 33766, 17795, 12786, 7055, 63, 35, NA, 645588,  X
239, 259.9, 1239180, 162998, 26692, 50097, 25816, 23657, 13987, 8728, 54, 38, NA, 1551155,  X
240, 260.9, 218103, 21434, 6910, 6304, 6147, 6226, 4909, 3224, 64, 38, NA, 273257,  X
241, 262.0, 984230, 470056, 101701, 27059, 3989, 17057, 30999, 21595, 47, 30, NA, 1656686,  X
242, 262.9, 130007, 17983, 20496, 7017, 2825, 3513, 10200, 2351, 43, 41, NA, 194392,  X
243, 263.9, 115903, 59182, 17512, 27125, 42621, 23606, 11701, 15047, 53, 40, NA, 312697,  X
244, 264.9, 13855, 16472, 37406, 53792, 10674, 12286, 3742, 5307, 47, 57, NA, 153534,  X
245, 265.9, 755765, 150520, 52533, 33192, 53270, 23002, 8044, 15035, 60, 60, NA, 1091361,  X
246, 266.9, 112871, 9283, 18767, 873, 5529, 6258, 2294, 1665, 70, 57, NA, 157540,  X
247, 267.9, 25785, 57908, 36232, 8228, 27124, 23239, 7816, 6070, 70, 60, NA, 192402,  X
