obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
246, 259.0, 19220, 12553, 7041, 5194, 1940, 2648, 3130, 3187, 60, 66, NA, 54913,  1
247, 260.0, 15544, 13227, 8881, 9277, 4322, 8173, 2303, 2364, 64, 63, NA, 64091,  1
248, 261.0, 40001, 24290, 18861, 11688, 3803, 2574, 2401, 2068, 66, 66, NA, 105686,  1
249, 262.0, 41215, 40640, 6862, 6252, 6155, 1656, 3139, 1389, 63, 60, NA, 107308,  1
250, 263.0, 17859, 32712, 5408, 9037, 3840, 9248, 2866, 3335, 67, 51, NA, 84305,  1
251, 264.0, 7179, 4442, 5890, 1307, 7865, 6748, 3441, 1014, 75, 44, NA, 37886,  1
252, 265.0, 15555, 39898, 6823, 5448, 6121, 4337, 6022, 2555, 78, 29, NA, 86759,  1
253, 266.0, 7743, 20396, 2538, 6705, 3990, 1899, 4214, 3221, 84, 34, NA, 50706,  1
254, 267.0, 11072, 7338, 5650, 1456, 3555, 6122, 2710, 3195, 90, 35, NA, 41098,  1
255, 268.0, 93816, 57882, 7186, 6774, 6724, 3550, 2438, 1793, 69, 27, NA, 180163,  1
256, 269.0, 143409, 25157, 2322, 200, 950, 1372, 733, 289, 66, 16, NA, 174432,  1
257, 270.0, 11486, 5806, 3728, 3446, 3361, 4176, 2179, 813, 80, 21, NA, 34995,  1
258, 271.0, 15348, 21061, 13388, 3397, 4319, 7969, 4647, 4491, 75, 23, NA, 74620,  1
259, 272.0, 118376, 32732, 5409, 9203, 3710, 5546, 3939, 2788, 81, 29, NA, 181703,  1
260, 273.0, 20466, 3542, 1991, 3538, 4394, 3888, 3179, 1785, 97, 48, NA, 42783,  1
261, 274.0, 3528, 11389, 7376, 3055, 1718, 3096, 2939, 2338, 91, 51, NA, 35439,  1
262, 275.0, 14819, 7126, 5427, 4976, 3299, 3474, 2859, 3852, 91, 54, NA, 45832,  1
263, 276.0, 25330, 8409, 1813, 5488, 1450, 4636, 2361, 2307, 97, 60, NA, 51794,  1
264, 277.0, 36921, 5578, 7973, 1888, 7782, 7640, 4230, 995, 97, 60, NA, 73007,  1
265, 278.0, 8515, 8442, 9828, 1641, 3175, 3798, 4156, 4225, 100, 60, NA, 43780,  1
266, 279.0, 22690, 38643, 61534, 21056, 13564, 8377, 4357, 3599, 93, 66, NA, 173820,  1
267, 280.0, 27211, 40184, 5678, 11460, 5274, 2632, 2118, 3082, 80, 63, NA, 97639,  1
268, 281.0, 12345, 6734, 3012, 5330, 5722, 3836, 2472, 3164, 75, 64, NA, 42615,  1
269, 282.0, 6692, 23287, 4853, 4171, 2712, 3682, 1873, 2783, 69, 56, NA, 50053,  1
270, 283.0, 13947, 3157, 5473, 6669, 2511, 3360, 3534, 2254, 80, 54, NA, 40905,  1
271, 284.0, 11652, 13966, 1107, 3891, 2816, 3820, 3103, 2300, 90, 50, NA, 42655,  1
272, 285.0, 13323, 2066, 2754, 4772, 2618, 3256, 2098, 2107, 91, 54, NA, 32994,  1
273, 286.0, 5775, 9716, 2219, 5025, 4100, 5554, 3988, 5254, 97, 57, NA, 41631,  1
274, 287.0, 13254, 14049, 4742, 12732, 6678, 5393, 1578, 4556, 96, 51, NA, 62982,  1
275, 288.0, 2974, 2269, 16931, 555, 3393, 4128, 3580, 2417, 97, 75, NA, 36247,  1
276, 289.0, 10762, 47763, 13477, 3297, 3871, 4039, 2592, 3846, 84, 63, NA, 89647,  1
277, 290.0, 22213, 30565, 8237, 3990, 4190, 7171, 2883, 2625, 81, 57, NA, 81874,  1
278, 291.0, 25879, 21692, 19843, 15347, 22729, 6433, 11447, 2038, 78, 57, NA, 125408,  1
279, 292.0, 317876, 167064, 10812, 15270, 27640, 3828, 4649, 5992, 60, 29, NA, 553131,  1
280, 293.0, 66983, 9264, 16660, 2680, 4667, 3604, 3479, 3381, 64, 43, NA, 110718,  1
281, 294.0, 24671, 21527, 12592, 3078, 2494, 5161, 2836, 4059, 61, 50, NA, 76418,  1
282, 295.0, 493720, 89062, 17396, 11921, 13738, 5217, 8383, 3558, 54, 40, NA, 642995,  1
283, 296.0, 6841, 1146, 1049, 2868, 3760, 1886, 1763, 3429, 77, 56, NA, 22742,  1
284, 297.0, 5507, 9175, 1592, 1888, 2425, 4499, 6237, 4298, 84, 38, NA, 35621,  1
285, 298.0, 16300, 15955, 9392, 1496, 4641, 9354, 6880, 4634, 91, 35, NA, 68652,  1
286, 299.0, 8574, 8349, 6502, 3677, 7210, 8395, 4750, 2210, 100, 38, NA, 49667,  1
287, 300.0, 23236, 16011, 39772, 8857, 10422, 4849, 4118, 1608, 97, 48, NA, 108873,  1
288, 301.0, 30766, 45733, 6928, 6147, 4836, 6575, 2065, 1434, 88, 50, NA, 104484,  1
289, 302.0, 74158, 15411, 5399, 1078, 2058, 1523, 1370, 966, 75, 48, NA, 101963,  1
290, 303.0, 40404, 12850, 18169, 10728, 10625, 6044, 2259, 4815, 64, 57, NA, 105894,  1
291, 304.0, 176761, 123450, 19538, 19744, 4833, 5912, 6623, 3217, 60, 40, NA, 360078,  1
292, 305.0, 35008, 45734, 9081, 9767, 4982, 5909, 2273, 2241, 57, 44, NA, 114995,  1
293, 306.0, 8854, 21508, 4326, 11880, 8360, 5485, 5120, 2826, 64, 48, NA, 68359,  1
294, 307.0, 7987, 32515, 3567, 2705, 7183, 6994, 1978, 1674, 66, 26, NA, 64603,  1
295, 308.0, 6228, 14276, 5829, 13823, 2162, 3705, 3688, 3495, 75, 41, NA, 53206,  1
296, 309.0, 59513, 21884, 12005, 3108, 7533, 5833, 2943, 2865, 78, 43, NA, 115684,  1
297, 310.0, 12858, 7502, 13901, 3564, 2794, 10283, 1972, 2465, 87, 50, NA, 55339,  1
298, 311.0, 106506, 24814, 971, 3416, 1960, 1590, 1922, 443, 78, 51, NA, 141622,  1
299, 312.0, 14137, 16682, 25135, 4177, 7918, 6176, 3597, 4662, 80, 50, NA, 82484,  1
300, 313.0, 75228, 12081, 3504, 268, 525, 1520, 794, 315, 77, 44, NA, 94235,  1
301, 314.0, 59312, 29544, 2587, 16164, 5684, 4558, 6508, 3670, 64, 40, NA, 128027,  1
302, 315.0, 27248, 16532, 1354, 1554, 2498, 2784, 3099, 2081, 70, 38, NA, 57150,  1
303, 316.0, 7930, 10580, 4854, 2656, 5371, 3726, 2472, 1123, 75, 27, NA, 38712,  1
304, 317.0, 671516, 22030, 19418, 14144, 7729, 5605, 3207, 2649, 77, 43, NA, 746298,  1
305, 318.0, 25647, 11457, 14870, 3276, 2950, 5170, 2464, 1158, 80, 50, NA, 66992,  1
306, 319.0, 15399, 38720, 8109, 6595, 11314, 5186, 2174, 1565, 78, 56, NA, 89062,  1
307, 320.0, 56767, 43993, 11744, 18309, 7244, 11384, 4501, 1961, 75, 60, NA, 155903,  1
308, 321.0, 6508, 4138, 10063, 8797, 9217, 5870, 1984, 2701, 83, 60, NA, 49278,  1
309, 322.0, 8667, 12177, 8570, 10443, 2459, 4686, 2158, 1978, 83, 60, NA, 51138,  1
310, 323.0, 15801, 13240, 11586, 3406, 10165, 6212, 2903, 2568, 90, 66, NA, 65881,  1
311, 324.0, 44672, 7625, 6353, 2328, 3064, 5790, 2077, 2417, 96, 67, NA, 74326,  1
312, 325.0, 26666, 33954, 35951, 9381, 8766, 7703, 4308, 3687, 88, 66, NA, 130416,  1
313, 326.0, 52574, 8477, 5254, 2085, 4215, 3721, 3652, 2232, 91, 56, NA, 82210,  1
314, 327.0, 30525, 9716, 12031, 1811, 1816, 8561, 2587, 2557, 94, 61, NA, 69604,  1
315, 328.0, 37337, 28284, 7353, 6863, 8415, 3723, 1397, 2338, 83, 56, NA, 95710,  1
316, 329.0, 8455, 17978, 16348, 8599, 2868, 7357, 4137, 2896, 88, 56, NA, 68638,  1
317, 330.0, 4179, 8111, 10267, 3598, 3000, 2841, 4316, 2859, 83, 66, NA, 39171,  1
318, 331.0, 1337, 9836, 12256, 22049, 10754, 3546, 4491, 3766, 70, 75, NA, 68035,  1
319, 332.0, 269389, 109973, 20814, 11382, 8873, 3953, 6566, 2244, 61, 70, NA, 433194,  1
320, 333.0, 60052, 7878, 2426, 2564, 2414, 945, 409, 504, 54, 64, NA, 77192,  1
321, 334.0, 47252, 39079, 4915, 2661, 3842, 3389, 4012, 3178, 50, 44, NA, 108328,  1
322, 335.0, 8818, 15685, 5116, 5464, 4938, 2835, 3163, 4023, 53, 30, NA, 50042,  1
323, 336.0, 326617, 17407, 3886, 12689, 4204, 10886, 5106, 3262, 70, 40, NA, 384057,  1
324, 337.0, 54060, 12545, 10743, 8498, 9817, 3864, 3828, 3602, 77, 44, NA, 106957,  1
325, 338.0, 73142, 33924, 9461, 6527, 3754, 6092, 3436, 2558, 80, 54, NA, 138894,  1
326, 339.0, 4862, 9073, 11191, 11225, 8517, 5573, 2127, 2483, 83, 61, NA, 55051,  1
327, 340.0, 15290, 24129, 24192, 4914, 3125, 3658, 4685, 3135, 70, 67, NA, 83128,  1
328, 341.0, 62975, 2677, 100, 1824, 1877, 1374, 1028, 878, 78, 60, NA, 72733,  1
329, 342.0, 6767, 5513, 2084, 2515, 1311, 7630, 2492, 2554, 93, 56, NA, 30866,  1
330, 343.0, 103373, 33486, 5863, 3130, 3119, 1346, 1518, 1400, 80, 41, NA, 153235,  1
331, 344.0, 36139, 37600, 5933, 10156, 2451, 3723, 10084, 808, 80, 30, NA, 106894,  1
332, 345.0, 208799, 32516, 8150, 11379, 7619, 6807, 2859, 4236, 74, 34, NA, 282365,  1
333, 346.0, 77289, 33241, 10864, 13086, 5217, 4896, 2966, 3672, 54, 40, NA, 151231,  1
334, 347.0, 16003, 41020, 3154, 4897, 527, 3080, 1785, 1160, 61, 38, NA, 71626,  1
335, 348.0, 72859, 59290, 5551, 5902, 10029, 3458, 2350, 3774, 60, 27, NA, 163213,  1
336, 349.0, 37700, 52917, 9089, 12938, 7311, 6290, 1958, 1923, 54, 24, NA, 130126,  1
337, 350.0, 16194, 29753, 3120, 11493, 5356, 6966, 2074, 5431, 60, 20, NA, 80387,  1
338, 351.0, 71757, 50369, 15291, 15819, 3887, 6696, 2217, 2296, 61, 30, NA, 168332,  1
339, 352.0, 86342, 17566, 1372, 1407, 1376, 888, 591, 799, 61, 29, NA, 110341,  1
340, 353.0, 29950, 17742, 7627, 1982, 584, 1270, 500, 434, 56, 35, NA, 60089,  1
341, 354.0, 47099, 37728, 10714, 6090, 4895, 4869, 10736, 1541, 51, 37, NA, 123672,  1
342, 355.0, 73881, 9511, 3107, 435, 724, 821, 860, 698, 48, 29, NA, 90037,  1
343, 356.0, 7779, 20807, 3601, 15277, 6037, 4411, 3403, 2902, 56, 47, NA, 64217,  1
344, 357.0, 144017, 142286, 30140, 7808, 7008, 5108, 4516, 1561, 51, 38, NA, 342444,  1
345, 358.0, 36392, 13233, 5089, 3386, 1166, 10539, 3113, 2926, 66, 38, NA, 75844,  1
346, 359.0, 204142, 74532, 5162, 20207, 16115, 2967, 3493, 4639, 60, 37, NA, 331257,  1
347, 360.0, 139307, 37861, 11057, 1686, 1896, 1229, 507, 366, 47, 27, NA, 193909,  1
348, 361.0, 143125, 104896, 40937, 22418, 4904, 5899, 4088, 3461, 50, 37, NA, 329728,  1
349, 362.0, 52600, 23097, 9606, 4474, 1050, 2210, 799, 373, 30, 41, NA, 94209,  1
350, 363.0, 20438, 8676, 13200, 7652, 3653, 4249, 3663, 1886, 44, 57, NA, 63417,  1
351, 364.0, 289421, 31960, 10571, 9537, 15341, 4002, 5122, 6862, 54, 61, NA, 372816,  1
352, 365.0, 52143, 34829, 2201, 3239, 6246, 5211, 2494, 2208, 66, 43, NA, 108571,  1
353, 366.0, 7121, 22726, 2431, 1096, 3350, 4416, 2902, 3368, 75, 26, NA, 47410,  1
354, 367.0, 45611, 44067, 6338, 1981, 1951, 5839, 2597, 2083, 74, 7, NA, 110467,  1
355, 368.0, 7280, 6374, 5160, 698, 2415, 3951, 1310, 2418, 87, 8, NA, 29606,  1
356, 369.0, 3467, 9340, 2656, 1013, 4313, 6520, 3383, 4378, 96, 13, NA, 35070,  1
357, 370.0, 8180, 6498, 6779, 959, 2374, 3226, 1420, 2936, 97, 34, NA, 32372,  1
358, 371.0, 19545, 2583, 1551, 1166, 2150, 4791, 2710, 1193, 100, 38, NA, 35689,  1
359, 372.0, 14609, 26331, 37426, 9283, 8688, 7916, 2762, 3528, 100, 48, NA, 110543,  1
360, 373.0, 91482, 268769, 96304, 42045, 57804, 54826, 10786, 2267, 91, 54, NA, 624283,  1
361, 374.0, 1154795, 47120, 7991, 26337, 23628, 3262, 1516, 1682, 77, 50, NA, 1266331,  1
362, 375.0, 225951, 29041, 7087, 26330, 13328, 11702, 1735, 669, 64, 60, NA, 315843,  1
363, 376.0, 124318, 12859, 1503, 4736, 4962, 6967, 903, 440, 74, 44, NA, 156688,  1
364, 377.0, 25668, 13413, 4637, 4307, 2860, 6151, 3012, 3082, 80, 44, NA, 63130,  1
365, 378.0, 15916, 12517, 2738, 4416, 3708, 11485, 8667, 2384, 100, 38, NA, 61831,  1
366, 379.0, 308376, 165296, 19263, 16221, 7424, 5367, 5165, 5586, 87, 26, NA, 532698,  1
367, 380.0, 7458, 12539, 6617, 5511, 1424, 5552, 3317, 6795, 81, 35, NA, 49213,  1
368, 381.0, 6241, 7482, 630, 3274, 1964, 2288, 1731, 2956, 78, 34, NA, 26566,  1
369, 382.0, 12727, 16491, 6596, 8156, 5723, 6084, 4230, 2784, 67, 41, NA, 62791,  1
370, 383.0, 5583, 6211, 6065, 998, 3760, 5382, 3258, 4290, 91, 50, NA, 35547,  1
371, 384.0, 59994, 7634, 6838, 7107, 3226, 6473, 4408, 4349, 93, 53, NA, 100029,  1
372, 385.0, 97660, 5429, 6095, 3007, 3864, 4417, 3061, 1989, 97, 60, NA, 125522,  1
373, 386.0, 26601, 13464, 10876, 7025, 4622, 5007, 3131, 2126, 96, 63, NA, 72852,  1
374, 387.0, 35880, 20388, 8722, 11800, 4289, 4785, 4279, 4040, 87, 67, NA, 94183,  1
375, 388.0, 18731, 18027, 178, 6986, 3634, 5309, 3572, 5796, 83, 56, NA, 62233,  1
376, 389.0, 37037, 20520, 7323, 3393, 5271, 2136, 4968, 1704, 70, 50, NA, 82352,  1
377, 390.0, 40866, 92906, 53032, 13908, 11379, 9205, 2788, 1500, 63, 48, NA, 225584,  1
378, 391.0, 68388, 30116, 19017, 15383, 10752, 4601, 3860, 2075, 57, 50, NA, 154192,  1
379, 392.0, 147071, 92748, 29739, 5177, 2058, 2627, 2890, 2388, 40, 54, NA, 284698,  1
380, 393.0, 2712, 2892, 2959, 3379, 7884, 4201, 4780, 3225, 54, 54, NA, 32032,  1
381, 394.0, 17713, 62267, 6438, 6085, 7365, 8090, 4172, 2029, 60, 40, NA, 114159,  1
382, 395.0, 185453, 45010, 5742, 16277, 7946, 3146, 3422, 5115, 56, 30, NA, 272111,  1
383, 396.0, 4526, 3868, 3886, 2591, 4034, 5826, 2834, 1589, 83, 35, NA, 29154,  1
384, 397.0, 42163, 18538, 16422, 10139, 12024, 2926, 3240, 1825, 67, 40, NA, 107277,  1
385, 398.0, 18185, 29398, 5470, 16105, 9197, 4329, 3777, 2166, 66, 53, NA, 88627,  1
386, 399.0, 5771, 8887, 5552, 177, 1517, 1970, 4202, 1757, 75, 54, NA, 29833,  1
387, 400.0, 7742, 10570, 985, 1106, 3860, 3005, 2550, 2090, 67, 40, NA, 31908,  1
388, 401.0, 9086, 18292, 3629, 10166, 7486, 5044, 6350, 1775, 75, 35, NA, 61828,  1
389, 402.0, 38081, 12825, 12292, 3052, 4520, 5823, 1100, 3258, 81, 37, NA, 80951,  1
390, 403.0, 39511, 57803, 24559, 13551, 3364, 8540, 2276, 2211, 80, 38, NA, 151815,  1
391, 404.0, 21369, 3851, 19141, 3637, 3920, 4635, 3822, 1122, 77, 67, NA, 61497,  1
392, 405.0, 7094, 9421, 2779, 3557, 2539, 2962, 2214, 3605, 78, 67, NA, 34171,  1
393, 406.0, 38216, 20429, 22319, 10133, 4269, 9168, 2943, 3770, 78, 70, NA, 111247,  1
394, 407.0, 58021, 40694, 10973, 12726, 7625, 3916, 3394, 2532, 75, 69, NA, 139881,  1
395, 408.0, 1243670, 83086, 21818, 16084, 22451, 9498, 2349, 8024, 67, 51, NA, 1406980,  1
396, 409.0, 127633, 8316, 3580, 824, 334, 351, 229, 131, 53, 53, NA, 141398,  1
397, 410.0, 24953, 41288, 29964, 13945, 7892, 6863, 3020, 4108, 47, 51, NA, 132033,  1
398, 411.0, 110969, 86233, 11782, 10317, 4347, 1946, 1054, 1020, 37, 43, NA, 227668,  1
399, 412.0, 75425, 5774, 9171, 3922, 5434, 6887, 3846, 5981, 48, 51, NA, 116440,  1
400, 413.0, 5694, 9083, 2327, 8132, 4194, 3486, 1562, 4811, 63, 53, NA, 39289,  1
401, 414.0, 155994, 80959, 14643, 6128, 3262, 6109, 5062, 4338, 60, 40, NA, 276495,  1
402, 415.0, 6989, 13837, 2322, 1677, 6321, 5527, 3240, 3618, 83, 37, NA, 43531,  1
403, 416.0, 16553, 15737, 3821, 2845, 6826, 3065, 2233, 1955, 75, 26, NA, 53035,  1
404, 417.0, 32487, 15249, 12702, 5250, 7179, 3158, 2438, 2036, 69, 27, NA, 80499,  1
405, 418.0, 7242, 10264, 1427, 3914, 3743, 1610, 2332, 2029, 74, 30, NA, 32561,  1
406, 419.0, 6949, 18800, 824, 6452, 10681, 9553, 2286, 4451, 77, 35, NA, 59996,  1
407, 420.0, 92179, 6514, 4318, 974, 1812, 1101, 891, 570, 74, 41, NA, 108359,  1
408, 421.0, 12645, 16250, 563, 2479, 1714, 2937, 5091, 2743, 77, 23, NA, 44422,  1
409, 422.0, 122628, 51526, 20898, 15773, 7797, 3402, 5136, 1830, 69, 29, NA, 228990,  1
410, 423.0, 17298, 14327, 1514, 6315, 1198, 3844, 3771, 2622, 64, 38, NA, 50889,  1
411, 424.0, 41635, 23836, 19431, 5103, 7105, 5458, 5045, 1595, 64, 40, NA, 109208,  1
412, 425.0, 418512, 69570, 14503, 5949, 2185, 7726, 1471, 3890, 61, 47, NA, 523806,  1
413, 426.0, 13179, 24150, 14191, 5691, 6668, 3144, 3419, 1815, 66, 47, NA, 72257,  1
414, 427.0, 61166, 13745, 13867, 5414, 2211, 1494, 839, 543, 54, 56, NA, 99279,  1
415, 428.0, 32261, 22948, 2123, 1418, 2022, 3876, 1225, 2241, 57, 38, NA, 68114,  1
416, 429.0, 6545, 8997, 2585, 3880, 4145, 4212, 3859, 1455, 66, 41, NA, 35678,  1
417, 430.0, 114688, 10863, 3333, 3357, 2478, 650, 963, 813, 60, 41, NA, 137145,  1
418, 431.0, 27744, 41305, 8517, 3527, 1478, 1220, 1354, 3428, 56, 26, NA, 88573,  1
419, 432.0, 19342, 10571, 3871, 1731, 6738, 3969, 4799, 1261, 60, 35, NA, 52282,  1
420, 433.0, 17974, 15525, 16002, 7263, 3717, 2742, 6735, 1263, 48, 47, NA, 71221,  1
421, 434.0, 250072, 109572, 20587, 9306, 12819, 6141, 1931, 2285, 48, 38, NA, 412713,  1
422, 435.0, 5261, 3896, 5080, 1998, 2643, 5081, 3418, 2209, 74, 47, NA, 29586,  1
423, 436.0, 2396, 7373, 8993, 4375, 2953, 1134, 2733, 1345, 60, 63, NA, 31302,  1
424, 437.0, 23502, 6113, 2044, 828, 4247, 4034, 4717, 2760, 75, 44, NA, 48245,  1
425, 438.0, 6212, 9983, 508, 10534, 3615, 3037, 2588, 1132, 84, 54, NA, 37609,  1
426, 439.0, 80998, 9949, 4324, 6795, 5022, 1264, 589, 770, 67, 56, NA, 109711,  1
427, 440.0, 11009, 19309, 8666, 1414, 261, 3019, 1712, 3647, 74, 44, NA, 49037,  1
428, 441.0, 10781, 3240, 2486, 410, 3188, 3645, 2216, 1647, 77, 50, NA, 27613,  1
429, 442.0, 20925, 18344, 4852, 1510, 2019, 2377, 3337, 2194, 74, 41, NA, 55558,  1
430, 443.0, 7447, 7742, 5875, 2792, 4081, 4777, 3642, 2390, 87, 38, NA, 38746,  1
431, 444.0, 196521, 100585, 28083, 3160, 4067, 9912, 14349, 965, 83, 35, NA, 357642,  1
432, 445.0, 235375, 188632, 27507, 40690, 17598, 8548, 2752, 2022, 60, 35, NA, 523124,  1
433, 446.0, 57116, 72278, 28607, 18727, 9289, 7854, 5603, 1498, 56, 43, NA, 200972,  1
434, 447.0, 1203747, 113371, 102130, 100129, 77603, 31822, 1513, 2338, 50, 50, NA, 1632653,  1
435, 448.0, 1149433, 229516, 115648, 12252, 13771, 2831, 5896, 1504, 34, 54, NA, 1530851,  1
436, 449.0, 29974, 38022, 7123, 10719, 5950, 6169, 4701, 3725, 41, 56, NA, 106383,  1
437, 450.0, 1428525, 97287, 23005, 4193, 20530, 9242, 3130, 3357, 43, 47, NA, 1589269,  1
438, 451.0, 1033243, 629579, 68117, 36463, 45413, 35892, 10904, 8171, 37, 26, NA, 1867782,  1
439, 452.0, 874401, 25857, 25540, 24417, 4080, 2497, 1481, 344, 47, 38, NA, 958617,  1
440, 453.0, 907945, 45082, 8578, 43768, 5408, 3207, 970, 930, 38, 48, NA, 1015888,  1
441, 454.0, 930014, 69130, 6634, 10139, 16616, 2579, 905, 743, 29, 48, NA, 1036760,  1
442, 455.0, 121379, 104298, 4399, 3894, 2954, 6380, 2384, 1738, 30, 41, NA, 247426,  1
443, 456.0, 524576, 179357, 58491, 12341, 2408, 3696, 2018, 2023, 24, 26, NA, 784910,  1
444, 457.0, 370806, 53693, 11424, 7216, 8465, 6623, 3867, 3361, 34, 13, NA, 465455,  1
445, 458.0, 7088, 19161, 990, 889, 6391, 3035, 4668, 1471, 44, 1, NA, 43693,  1
446, 459.0, 6055, 7462, 6971, 1307, 3222, 2756, 4798, 1382, 53, 24, NA, 33953,  1
447, 460.0, 38482, 38405, 14988, 10223, 2516, 3924, 2634, 1659, 64, 27, NA, 112831,  1
448, 461.0, 324335, 97606, 11579, 6346, 5736, 3336, 5634, 1651, 56, 23, NA, 456223,  1
449, 462.0, 14280, 31935, 6425, 15012, 4615, 4193, 3307, 4262, 53, 44, NA, 84029,  1
450, 463.0, 17466, 26238, 8358, 8069, 2766, 3405, 2839, 3894, 47, 43, NA, 73035,  1
451, 464.0, 50286, 3278, 5246, 3751, 4224, 10372, 3586, 5082, 67, 41, NA, 85825,  1
452, 465.0, 57250, 42599, 2230, 2273, 1520, 3743, 1742, 236, 77, 37, NA, 111593,  1
453, 466.0, 22969, 32284, 2565, 9022, 6716, 4176, 2807, 2347, 78, 27, NA, 82886,  1
454, 467.0, 2784, 22919, 4617, 4135, 1746, 4132, 1880, 1707, 83, 21, NA, 43920,  1
455, 468.0, 101993, 70820, 20009, 22099, 3599, 4066, 3305, 2614, 57, 23, NA, 228505,  1
456, 469.0, 22410, 18155, 1383, 1409, 2072, 3664, 4373, 1209, 63, 24, NA, 54675,  1
457, 470.0, 23287, 1631, 6672, 1781, 1926, 2293, 1867, 3136, 69, 43, NA, 42593,  1
458, 471.0, 91685, 20396, 17427, 9345, 3217, 6755, 1587, 2813, 69, 56, NA, 153225,  1
459, 472.0, 34626, 44838, 5579, 7053, 6658, 2891, 2888, 1285, 74, 47, NA, 105818,  1
460, 473.0, 28454, 27594, 8348, 4633, 3557, 4929, 5682, 2853, 69, 57, NA, 86050,  1
461, 473.9, 5325, 4100, 3061, 2756, 8806, 2670, 1592, 1634, 70, 43, NA, 29944,  1
462, 475.0, 212103, 186905, 27576, 6468, 6748, 5540, 1147, 3356, 56, 24, NA, 449843,  1
463, 475.9, 99987, 56420, 34030, 7091, 11418, 3449, 2610, 1394, 54, 35, NA, 216399,  1
464, 477.0, 124336, 113038, 32426, 14991, 13612, 11979, 4509, 2115, 50, 35, NA, 317006,  1
465, 478.0, 383849, 134565, 21443, 983, 7581, 6185, 6640, 1839, 35, 23, NA, 563085,  1
466, 479.0, 32749, 28176, 35855, 10894, 9293, 4667, 4922, 2485, 43, 43, NA, 129041,  1
467, 480.0, 54414, 63258, 8499, 1989, 11727, 6429, 3646, 6019, 48, 27, NA, 155981,  1
468, 481.0, 104235, 183563, 70671, 12138, 9115, 3566, 3759, 1093, 35, 30, NA, 388140,  1
469, 482.0, 8007, 20824, 4545, 1186, 2437, 2948, 2517, 2837, 43, 37, NA, 45301,  1
470, 483.0, 137620, 23648, 4152, 7094, 4976, 4295, 4301, 1750, 48, 23, NA, 187836,  1
471, 484.0, 9880, 8159, 4803, 6840, 4244, 5000, 1720, 2169, 56, 40, NA, 42815,  1
472, 485.0, 69678, 49767, 8706, 11977, 8305, 7844, 4727, 1900, 75, 35, NA, 162904,  1
473, 485.9, 3400, 18685, 3705, 2500, 4174, 2166, 1692, 1495, 74, 37, NA, 37817,  1
474, 487.0, 43426, 25209, 10128, 9852, 6869, 6397, 9435, 2563, 74, 41, NA, 113879,  1
475, 488.0, 94924, 77616, 14774, 7283, 5996, 7073, 3894, 3745, 63, 29, NA, 215305,  1
476, 489.0, 41764, 17847, 7495, 2589, 2680, 3409, 2259, 1849, 63, 35, NA, 79892,  1
477, 490.0, 104127, 21162, 4035, 4017, 1250, 765, 390, 558, 53, 38, NA, 136304,  1
478, 491.0, 11849, 10929, 4797, 8751, 2794, 4546, 3336, 2630, 56, 43, NA, 49632,  1
479, 492.0, 69300, 12888, 2237, 3574, 714, 914, 791, 692, 53, 48, NA, 91110,  1
480, 493.0, 217243, 27025, 19878, 6993, 10454, 3409, 5736, 1625, 48, 54, NA, 292363,  1
481, 494.0, 9536, 10112, 3780, 10309, 7606, 3935, 3435, 4056, 64, 61, NA, 52769,  1
482, 495.0, 93650, 78970, 14889, 4586, 9933, 6671, 5102, 2974, 56, 47, NA, 216775,  1
483, 496.0, 3739, 6835, 3933, 2156, 2837, 5529, 2488, 4023, 74, 47, NA, 31540,  1
484, 497.0, 115059, 45007, 2682, 1707, 3503, 1403, 996, 775, 66, 23, NA, 171132,  1
485, 498.0, 75282, 10877, 5317, 1256, 1815, 1038, 578, 977, 57, 20, NA, 97140,  1
486, 499.0, 34727, 21697, 30717, 8611, 11821, 5910, 5102, 2943, 60, 37, NA, 121528,  1
487, 500.0, 44041, 53748, 9655, 7008, 7213, 10105, 8821, 3485, 51, 34, NA, 144076,  1
488, 501.0, 307916, 226062, 268471, 492984, 396890, 520733, 55359, 20696, 75, 54, NA, 2289111,  1
489, 503.0, 1515915, 198179, 63692, 106117, 177929, 62673, 13523, 8632, 83, 53, NA, 2146660,  1
490, 504.0, 99243, 38496, 10634, 6498, 7087, 3168, 1221, 654, 80, 41, NA, 167001,  1
491, 505.0, 29789, 14836, 3576, 2793, 8147, 2424, 1701, 1853, 78, 41, NA, 65119,  1
492, 506.0, 1175083, 128565, 135785, 31655, 16658, 13921, 16247, 1396, 57, 48, NA, 1519310,  1
493, 507.0, 1588599, 247058, 108629, 27091, 28009, 21471, 5303, 6785, 50, 50, NA, 2032945,  1
494, 508.0, 59418, 54368, 3011, 7662, 14942, 4838, 2395, 1974, 51, 38, NA, 148608,  1
495, 509.0, 99638, 70696, 53703, 20049, 15419, 9686, 4423, 3040, 47, 51, NA, 276654,  1
496, 510.0, 360564, 59599, 20117, 63830, 20943, 8566, 1927, 2788, 50, 50, NA, 538334,  1
497, 511.0, 182753, 18590, 1291, 1620, 1844, 1414, 612, 348, 51, 37, NA, 208472,  1
498, 512.0, 8002, 4446, 1015, 2581, 3784, 2953, 3753, 2048, 63, 48, NA, 28582,  1
499, 513.0, 2901, 12535, 11806, 4560, 5302, 9398, 1249, 2646, 77, 43, NA, 50397,  1
