obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
244, 247.0, 1108286, 55709, 18286, 4624, 8583, 4893, 4878, 1905, 53, 54, NA, 1207164,  X
245, 249.0, 481897, 76660, 55842, 4992, 9773, 7722, 4098, 2907, 54, 74, NA, 643891,  X
246, 250.0, 1804447, 273427, 162925, 46407, 26475, 77051, 17062, 5390, 67, 64, NA, 2413184,  X
247, 251.0, 162287, 10687, 4495, 1325, 6375, 1376, 1057, 536, 80, 60, NA, 188138,  X
248, 252.0, 2610417, 696752, 116071, 156045, 47631, 28502, 11311, 11385, 70, 61, NA, 3678114,  X
249, 253.0, 2416689, 1106492, 201612, 104915, 286716, 75163, 69656, 32214, 70, 50, NA, 4293457,  X
250, 254.0, 1750922, 77914, 142877, 57177, 88015, 49738, 10879, 4078, 70, 56, NA, 2181600,  X
251, 255.0, 538099, 316562, 12079, 36065, 62960, 41604, 7150, 12911, 77, 47, NA, 1027430,  X
252, 256.0, 379777, 138654, 50533, 14326, 5707, 6447, 5078, 1453, 78, 47, NA, 601975,  X
253, 256.9, 1122811, 353908, 51764, 147332, 47804, 28812, 11003, 10269, 77, 54, NA, 1773703,  X
254, 258.0, 527099, 99964, 32755, 7133, 5243, 5506, 2049, 1626, 60, 44, NA, 681375,  X
255, 259.0, 1059778, 268931, 55187, 84403, 54812, 47414, 9573, 2812, 60, 57, NA, 1582910,  X
256, 260.0, 1544244, 275841, 189767, 30070, 77421, 34265, 15668, 4784, 67, 61, NA, 2172060,  X
257, 261.0, 1080323, 714394, 96179, 115214, 25401, 23740, 13624, 7656, 60, 56, NA, 2076531,  X
258, 262.0, 280059, 507819, 241860, 25577, 110090, 28343, 10450, 4329, 60, 57, NA, 1208527,  X
259, 263.0, 510905, 95600, 156293, 9572, 37016, 20614, 17954, 6163, 54, 69, NA, 854117,  X
260, 264.0, 224453, 820118, 44388, 32043, 32215, 29032, 7297, 4232, 48, 50, NA, 1193778,  X
261, 265.0, 690787, 51196, 2597, 23759, 21366, 5011, 3132, 2534, 57, 51, NA, 800382,  X
262, 266.0, 905281, 397033, 40693, 84160, 34545, 21465, 18185, 7781, 60, 47, NA, 1509143,  X
263, 267.0, 34085, 20701, 9201, 2349, 1748, 2614, 302, 359, 60, 38, NA, 71359,  X
264, 268.0, 1803351, 179777, 146211, 82693, 27263, 38966, 16699, 11941, 70, 61, NA, 2306901,  X
265, 269.0, 758067, 427669, 121234, 20749, 12608, 33234, 13634, 7704, 70, 60, NA, 1394899,  X
266, 270.0, 121569, 96917, 20485, 16731, 8774, 5094, 1844, 1979, 69, 61, NA, 273393,  X
267, 271.0, 2087356, 1558319, 184247, 523237, 174523, 53324, 44735, 36553, 54, 60, NA, 4662294,  X
268, 272.0, 1151851, 234175, 149755, 54915, 34491, 11083, 13760, 5203, 40, 57, NA, 1655233,  X
269, 272.9, 275657, 335010, 150840, 36938, 30497, 34350, 22288, 4443, 40, 63, NA, 890023,  X
270, 274.0, 482704, 39703, 12575, 11692, 9926, 7662, 2996, 1223, 54, 64, NA, 568481,  X
271, 275.0, 733943, 426005, 85883, 68122, 40645, 22276, 6420, 9117, 60, 63, NA, 1392411,  X
272, 276.0, 270060, 74949, 18773, 12893, 10254, 6538, 3941, 1401, 69, 56, NA, 398809,  X
273, 276.9, 16195, 13447, 9962, 3097, 1154, 1293, 387, 413, 66, 61, NA, 45948,  X
274, 278.0, 220698, 21280, 8243, 16226, 5681, 6143, 2694, 976, 66, 66, NA, 281941,  X
275, 279.0, 2059372, 1177984, 210059, 102111, 148478, 98109, 47121, 12194, 74, 61, NA, 3855428,  X
276, 280.0, 829624, 338096, 43553, 19360, 122086, 23813, 13702, 5097, 74, 51, NA, 1395331,  X
277, 281.0, 748945, 88431, 31742, 26226, 13449, 8855, 3644, 739, 75, 48, NA, 922031,  X
278, 282.0, 1790726, 594497, 92017, 28728, 13371, 26622, 8436, 5431, 61, 37, NA, 2559828,  X
279, 283.0, 1298905, 269966, 135639, 31886, 19556, 38735, 21307, 4301, 64, 43, NA, 1820295,  X
280, 284.0, 153899, 29109, 12606, 16395, 19878, 6277, 2049, 1662, 70, 57, NA, 241875,  X
281, 285.0, 125732, 37726, 8984, 15769, 9337, 6364, 4039, 750, 77, 56, NA, 208701,  X
282, 286.0, 837410, 1533379, 258284, 64305, 99695, 46469, 69551, 10569, 70, 56, NA, 2919662,  X
283, 287.0, 1920001, 1009684, 235892, 155145, 229994, 39010, 59571, 9559, 60, 51, NA, 3658856,  X
284, 288.0, 2627975, 60935, 109403, 17265, 20772, 12753, 7454, 6556, 54, 60, NA, 2863113,  X
285, 289.0, 640612, 75666, 16893, 5251, 14034, 8346, 1799, 1136, 54, 53, NA, 763737,  X
286, 290.0, 182483, 23069, 27544, 3912, 6816, 4013, 3055, 1343, 66, 69, NA, 252235,  X
287, 291.0, 1037746, 309330, 57322, 47144, 24758, 13213, 16512, 3247, 67, 69, NA, 1509272,  X
288, 292.0, 1990929, 89782, 31143, 70127, 11513, 24300, 7152, 2610, 75, 63, NA, 2227556,  X
289, 293.0, 46320, 16984, 4557, 12689, 11696, 10955, 4027, 1408, 87, 70, NA, 108636,  X
290, 294.0, 216198, 57523, 28758, 11911, 9951, 4315, 2202, 823, 80, 64, NA, 331681,  X
291, 295.0, 1011884, 1125824, 74035, 107208, 149707, 93964, 22175, 9627, 88, 57, NA, 2594424,  X
292, 296.0, 806724, 203145, 151248, 54617, 36623, 17416, 7766, 8305, 77, 57, NA, 1285844,  X
293, 297.0, 304962, 54945, 15628, 6819, 7544, 7828, 2108, 1232, 64, 53, NA, 401066,  X
294, 298.0, 1221124, 543475, 44584, 7777, 31015, 19817, 8013, 5991, 60, 34, NA, 1881796,  X
295, 299.0, 1824422, 64755, 31237, 46934, 16000, 16314, 14588, 6102, 64, 51, NA, 2020352,  X
296, 300.0, 114632, 228436, 3488, 20987, 9059, 3934, 3280, 830, 53, 29, NA, 384646,  X
297, 301.0, 1347454, 122952, 47041, 36992, 31715, 29136, 7851, 5186, 56, 35, NA, 1628327,  X
298, 302.0, 1215670, 36341, 50506, 14649, 30196, 14598, 2877, 5111, 74, 57, NA, 1369948,  X
299, 303.0, 3457476, 114237, 52941, 53254, 33601, 9249, 4830, 3131, 63, 56, NA, 3728719,  X
300, 304.0, 1273614, 183591, 98777, 12537, 30704, 24887, 8922, 4245, 83, 74, NA, 1637277,  X
301, 305.0, 368879, 16749, 5935, 5360, 10820, 2770, 1607, 879, 78, 70, NA, 412999,  X
302, 305.9, 1447455, 115666, 83357, 13687, 26775, 11463, 23176, 4380, 67, 67, NA, 1725959,  X
303, 307.0, 1831133, 211173, 40752, 17400, 19118, 10545, 5241, 6165, 64, 57, NA, 2141527,  X
304, 308.0, 596683, 95753, 14929, 54885, 23555, 6798, 7637, 3886, 56, 60, NA, 804126,  X
305, 309.0, 1609068, 619172, 123551, 40694, 43287, 54959, 25892, 19676, 53, 54, NA, 2536299,  X
306, 310.0, 250948, 127685, 7181, 14667, 1822, 6591, 2196, 1421, 50, 40, NA, 412511,  X
307, 311.0, 1716589, 845265, 115533, 133649, 44262, 35951, 28175, 13355, 48, 41, NA, 2932779,  X
308, 312.0, 583044, 194352, 67740, 12070, 24079, 9316, 6830, 4084, 47, 37, NA, 901515,  X
309, 313.0, 1635327, 159803, 16035, 20480, 15538, 14676, 10319, 7432, 47, 34, NA, 1879610,  X
310, 314.0, 265151, 79246, 14153, 7580, 4356, 2159, 2487, 2556, 40, 40, NA, 377688,  X
311, 315.0, 1803271, 325811, 29025, 7237, 22340, 7648, 10766, 3410, 37, 29, NA, 2209508,  X
312, 316.0, 682059, 31222, 8831, 1325, 5021, 1739, 1887, 1230, 38, 24, NA, 733314,  X
313, 317.0, 222538, 102155, 34362, 11018, 8377, 13342, 6363, 4534, 38, 30, NA, 402689,  X
314, 318.0, 646877, 45883, 7782, 6616, 4037, 1237, 2358, 1857, 38, 34, NA, 716647,  X
315, 319.0, 950998, 97390, 34691, 16484, 25822, 6826, 8870, 6200, 47, 48, NA, 1147281,  X
316, 320.0, 1388170, 428817, 257403, 18515, 58908, 34248, 21570, 11172, 50, 56, NA, 2218803,  X
317, 321.0, 813778, 127950, 92971, 55298, 19263, 30690, 15455, 4230, 51, 66, NA, 1159635,  X
318, 321.0, 135589, 53964, 11480, 8153, 6214, 2184, 1687, 1140, 56, 66, NA, 220411,  X
