obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
27, 38.9, 49988, 8774, 1095, 1107, 2582, 1475, 1746, 743, 50, 37, NA, 67510,  X*
28, 39.9, 262757, 35947, 18165, 17368, 46587, 9840, 5579, 6420, 35, 26, NA, 402663,  X*
29, 40.9, 4584, 17634, 27212, 4414, 19906, 11246, 2451, 2890, 67, 56, NA, 90337,  X*
30, 41.9, 43827, 12878, 20564, 5337, 4974, 13523, 16543, 4693, 93, 64, NA, 122339,  X*
31, 42.9, 7805, 10345, 54966, 5583, 23605, 9966, 7571, 3700, 93, 94, NA, 123541,  X*
32, 43.9, 350286, 21361, 23302, 22228, 11643, 22055, 11935, 4968, 100, 100, NA, 467778,  X*
33, 44.9, 461491, 254444, 43779, 62332, 37586, 13775, 1004, 2219, 80, 94, NA, 876630,  X*
34, 45.9, 112008, 10715, 12484, 4441, 2920, 2341, 492, 637, 60, 100, NA, 146038,  X*
35, 47.0, 63860, 40900, 2456, 8846, 1961, 1430, 1188, 531, 38, 77, NA, 121172,  X*
36, 47.9, 68816, 8302, 977, 944, 2469, 1168, 1905, 781, 24, 54, NA, 85362,  X*
37, 50.9, 221875, 83942, 3260, 6343, 3473, 8726, 8691, 5687, 38, 38, NA, 341997,  X*
38, 51.9, 24159, 19678, 7179, 15040, 7557, 5835, 14645, 5789, 44, 29, NA, 99882,  X*
39, 52.9, 632100, 98878, 23991, 4654, 7824, 5469, 1884, 1418, 50, 27, NA, 776218,  X*
40, 54.0, 576402, 22144, 1604, 587, 1042, 1206, 1383, 721, 37, 20, NA, 605089,  X*
41, 54.9, 1839153, 68904, 3749, 29861, 43361, 25382, 31098, 16099, 51, 34, NA, 2057607,  X*
42, 55.9, 332278, 29230, 23215, 4479, 9562, 6179, 4269, 5531, 48, 34, NA, 414743,  X*
43, 56.9, 265123, 329660, 33717, 31709, 33517, 23906, 10314, 10308, 53, 27, NA, 738254,  X*
44, 57.9, 66624, 44638, 9374, 1723, 4008, 3710, 3041, 4606, 56, 40, NA, 137724,  X*
45, 58.9, 69834, 67462, 27484, 8046, 6065, 3278, 3069, 2454, 27, 48, NA, 187692,  X*
46, 59.9, 604802, 47436, 7238, 13557, 13768, 3874, 1231, 1767, 17, 38, NA, 693673,  X*
47, 60.9, 1013741, 15597, 6009, 3579, 2207, 1513, 491, 1035, 17, 53, NA, 1044172,  X*
48, 62.0, 1427390, 89142, 18393, 33835, 25054, 23906, 13535, 10964, 29, 60, NA, 1642219,  X*
49, 62.9, 377683, 47428, 12924, 1473, 6572, 6227, 4220, 1584, 47, 51, NA, 458111,  X*
50, 64.0, 340997, 20541, 14749, 6060, 9553, 8093, 5700, 4478, 63, 60, NA, 410171,  X*
51, 64.9, 117135, 37554, 2060, 9395, 7518, 18570, 15875, 15819, 90, 44, NA, 223926,  X*
52, 65.9, 586747, 172205, 19479, 22549, 16683, 17819, 27736, 7622, 80, 38, NA, 870840,  X*
53, 66.9, 98237, 27725, 62488, 5376, 6590, 5689, 4372, 6194, 75, 61, NA, 216671,  X*
54, 67.9, 154138, 36902, 5319, 9490, 8792, 17231, 12764, 17565, 83, 50, NA, 262201,  X*
55, 68.9, 64064, 30197, 14854, 9026, 2588, 3932, 3229, 1675, 60, 66, NA, 129565,  X*
56, 70.0, 36973, 14928, 49430, 4414, 17012, 15852, 5038, 10732, 75, 88, NA, 154379,  X*
57, 70.9, 607950, 135466, 23336, 16332, 2900, 24741, 12014, 10762, 87, 61, NA, 833501,  X*
58, 71.9, 225487, 20487, 3786, 4133, 2683, 7363, 1863, 4805, 83, 64, NA, 270607,  X*
59, 72.9, 132585, 66248, 7931, 5982, 18930, 14686, 6022, 12559, 96, 43, NA, 264943,  X*
60, 73.9, 77509, 44112, 9434, 4765, 3546, 5077, 3220, 1453, 81, 23, NA, 149116,  X*
61, 74.9, 60566, 11018, 6346, 4978, 2653, 1778, 5445, 1836, 74, 38, NA, 94620,  X*
62, 75.9, 1579666, 58230, 14780, 17063, 10048, 54037, 19258, 22090, 78, 38, NA, 1775172,  X*
63, 76.9, 2178546, 186624, 13288, 33526, 11068, 7541, 26946, 4202, 51, 44, NA, 2461741,  X*
64, 77.9, 207142, 86640, 11001, 21732, 4289, 16578, 12875, 4652, 56, 47, NA, 364909,  X*
65, 79.0, 10625, 27369, 7526, 10849, 19495, 18219, 15906, 15996, 70, 34, NA, 125985,  X*
66, 79.9, 29497, 30101, 13739, 25386, 7645, 10062, 12997, 11091, 53, 48, NA, 140518,  X*
67, 81.0, 36657, 21531, 9581, 8987, 12225, 13219, 7812, 6074, 81, 56, NA, 116086,  X*
68, 83.9, 23899, 24780, 7152, 7634, 16203, 6856, 11730, 5124, 83, 57, NA, 103378,  X*
69, 84.9, 1839437, 58659, 19202, 44804, 46228, 6768, 4052, 1458, 60, 67, NA, 2020608,  X*
70, 85.9, 71121, 42804, 1269, 7954, 8064, 13752, 6948, 7006, 67, 44, NA, 158918,  X*
71, 86.9, 593615, 100692, 15006, 22218, 11273, 16707, 18917, 8629, 56, 40, NA, 787057,  X*
72, 87.9, 2231745, 33578, 13299, 23465, 4089, 1966, 1172, 602, 35, 54, NA, 2309916,  X*
73, 88.9, 147380, 28142, 9378, 5521, 7790, 20376, 8112, 10741, 60, 43, NA, 237440,  X*
74, 89.9, 21252, 44988, 31129, 4834, 8751, 8442, 11833, 6808, 50, 61, NA, 138037,  X*
75, 90.9, 16344, 27713, 11801, 2940, 9001, 2974, 2770, 3266, 43, 64, NA, 76809,  X*
76, 91.9, 180424, 36213, 4937, 5963, 29498, 7495, 3337, 2712, 63, 40, NA, 270579,  X*
77, 92.9, 11208, 2849, 21803, 3679, 6434, 22948, 16638, 16337, 67, 54, NA, 101896,  X*
78, 93.9, 30377, 41723, 6428, 6249, 13251, 14680, 3299, 8878, 77, 40, NA, 124885,  X*
79, 94.9, 44745, 27701, 38926, 4259, 4590, 12628, 11448, 6436, 87, 51, NA, 150733,  X*
80, 95.9, 357434, 23876, 2319, 3442, 4003, 4379, 2831, 2830, 84, 54, NA, 401114,  X*
81, 97.9, 294885, 88743, 29036, 9053, 7826, 6824, 6591, 3418, 53, 44, NA, 446376,  X*
82, 98.9, 214264, 21565, 10477, 2067, 2193, 1685, 636, 507, 34, 57, NA, 253394,  X*
83, 99.9, 19889, 24948, 40240, 9368, 19196, 8337, 5055, 7579, 27, 57, NA, 134612,  X*
84, 101.0, 117292, 89649, 15239, 12068, 11042, 14266, 9350, 5339, 24, 63, NA, 274245,  X*
85, 101.9, 189689, 15488, 54020, 66781, 10222, 16347, 12425, 11593, 35, 83, NA, 376565,  X*
86, 103.0, 1173682, 47031, 12177, 22308, 26188, 5209, 6100, 5428, 38, 78, NA, 1298123,  X*
87, 103.9, 206760, 43904, 6635, 8677, 1728, 3367, 3404, 2936, 29, 60, NA, 277411,  X*
88, 104.9, 11774, 4516, 5835, 17046, 4198, 7900, 8221, 2833, 41, 78, NA, 62323,  X*
89, 105.9, 33111, 21658, 22774, 7830, 5640, 8760, 8903, 13134, 47, 63, NA, 121810,  X*
90, 106.9, 156470, 32543, 29856, 8251, 14304, 8718, 11129, 13285, 53, 67, NA, 274556,  X*
91, 107.9, 2057293, 86158, 8131, 12796, 20240, 10311, 9570, 5143, 60, 61, NA, 2209642,  X*
92, 109.0, 1083412, 211751, 56173, 92180, 23366, 15670, 20654, 14599, 38, 51, NA, 1517805,  X*
93, 109.9, 15295, 26054, 19972, 7073, 5389, 5915, 5817, 11801, 34, 50, NA, 97316,  X*
94, 110.9, 172153, 13338, 16304, 5955, 14349, 16379, 5513, 12234, 48, 47, NA, 256225,  X*
95, 111.9, 10124, 19751, 15061, 8570, 7286, 14045, 10119, 14043, 61, 60, NA, 98999,  X*
96, 113.0, 389838, 60229, 10227, 16174, 11140, 12536, 9565, 15688, 75, 51, NA, 525397,  X*
97, 114.0, 583808, 94810, 38042, 14444, 13844, 17245, 13286, 20523, 77, 44, NA, 796002,  X*
98, 114.9, 166531, 174826, 22987, 33420, 12558, 4499, 14888, 7852, 41, 38, NA, 437561,  X*
99, 115.9, 20651, 49404, 6715, 22566, 8476, 12501, 7803, 3160, 34, 37, NA, 131276,  X*
100, 117.0, 283388, 19191, 45171, 37026, 8514, 11774, 17211, 6363, 29, 57, NA, 428638,  X*
101, 118.0, 36358, 27200, 10976, 19344, 7769, 11316, 4131, 4847, 35, 64, NA, 121941,  X*
102, 119.0, 5129, 56450, 981, 23688, 10674, 14636, 14146, 8154, 60, 64, NA, 133858,  X*
103, 119.9, 457167, 118040, 7290, 19584, 9572, 11213, 7159, 9985, 51, 56, NA, 640010,  X*
104, 121.1, 173664, 42673, 29834, 31306, 3766, 12489, 15355, 6760, 53, 48, NA, 315847,  X*
105, 122.0, 33797, 29538, 25366, 18758, 25882, 10709, 7456, 7826, 50, 47, NA, 159332,  X*
106, 123.0, 300091, 66912, 6919, 10270, 6431, 15829, 14811, 5353, 50, 41, NA, 426616,  X*
107, 124.0, 61775, 5969, 5146, 11568, 9774, 7235, 2162, 9480, 66, 57, NA, 113109,  X*
108, 124.9, 790187, 145534, 63905, 16371, 5731, 20881, 23487, 13878, 63, 48, NA, 1079974,  X*
109, 126.0, 27774, 8097, 2946, 4413, 2985, 1925, 1409, 3350, 61, 48, NA, 52899,  X*
110, 127.1, 270701, 162928, 18665, 12414, 20667, 24214, 14779, 10114, 56, 47, NA, 534482,  X*
111, 127.9, 45408, 16137, 2091, 4474, 1814, 2778, 3973, 4200, 44, 35, NA, 80875,  X*
112, 129.0, 160547, 4288, 1442, 1804, 1707, 3790, 2357, 2070, 63, 30, NA, 178005,  X*
113, 130.0, 1153471, 405365, 38720, 31481, 23324, 30118, 21790, 24799, 54, 14, NA, 1729068,  X*
114, 130.9, 1149556, 245207, 7006, 12962, 36910, 19815, 18404, 12017, 48, 7, NA, 1501877,  X*
115, 132.0, 10403, 14741, 10039, 40151, 5737, 9356, 7122, 8034, 51, 26, NA, 105583,  X*
116, 132.9, 16540, 15621, 5909, 14274, 12011, 26164, 13310, 10095, 54, 27, NA, 113924,  X*
117, 133.9, 184016, 8427, 1892, 2311, 1679, 2974, 1361, 368, 69, 40, NA, 203028,  X*
118, 134.9, 208151, 267829, 54552, 13880, 7819, 37245, 12857, 5174, 75, 53, NA, 607507,  X*
119, 136.0, 32240, 9039, 11610, 6241, 3883, 14442, 6314, 10194, 88, 43, NA, 93963,  X*
120, 137.0, 506840, 439965, 18084, 44986, 19810, 21150, 13714, 6631, 57, 34, NA, 1071180,  X*
121, 137.9, 1977766, 30527, 38032, 20832, 56240, 19140, 7701, 4976, 57, 38, NA, 2155214,  X*
122, 138.9, 899642, 109864, 37598, 49587, 17067, 11074, 6479, 3827, 50, 48, NA, 1135138,  X*
123, 139.9, 265955, 2397, 5394, 1552, 1868, 1464, 708, 509, 35, 54, NA, 279847,  X*
124, 141.1, 548557, 39640, 45822, 10044, 5124, 4200, 5235, 3175, 37, 80, NA, 661797,  X*
125, 141.9, 2548613, 332097, 67828, 64542, 13523, 20227, 19549, 12685, 17, 75, NA, 3079064,  X*
126, 142.9, 16014, 3660, 18458, 17987, 4554, 15700, 6668, 2697, 41, 84, NA, 85738,  X*
127, 144.0, 23468, 39965, 11177, 16086, 6109, 3910, 4484, 3548, 29, 77, NA, 108747,  X*
128, 145.0, 246232, 83994, 9603, 39387, 25695, 12928, 7305, 6261, 37, 63, NA, 431405,  X*
129, 145.9, 111289, 27174, 8360, 32266, 21374, 12154, 12587, 2376, 51, 69, NA, 227580,  X*
130, 146.9, 13586, 9987, 3023, 8392, 12508, 6188, 8653, 5671, 48, 53, NA, 68008,  X*
131, 148.0, 313773, 77111, 6625, 2878, 3287, 3521, 1586, 1130, 44, 37, NA, 409911,  X*
132, 148.9, 381930, 30052, 1564, 19540, 3525, 9072, 11928, 3401, 51, 40, NA, 461012,  X*
133, 150.0, 77780, 16397, 6250, 4629, 13653, 5953, 5138, 2619, 54, 30, NA, 132419,  X*
134, 150.9, 18297, 19211, 29037, 6373, 6265, 8391, 2390, 1924, 48, 41, NA, 91888,  X*
135, 152.0, 6139, 29187, 8107, 6394, 8083, 4453, 4098, 2489, 57, 53, NA, 68950,  X*
136, 152.9, 198667, 89565, 43127, 25461, 6258, 10737, 8981, 4267, 48, 56, NA, 387063,  X*
137, 153.9, 53712, 10379, 16887, 15558, 10781, 3167, 3316, 2627, 37, 74, NA, 116427,  X*
138, 154.9, 30414, 19357, 16663, 3060, 8463, 3526, 2945, 4089, 29, 67, NA, 88517,  X*
139, 155.9, 36336, 40796, 24837, 3879, 5674, 2482, 8214, 1484, 17, 75, NA, 123702,  X*
140, 156.9, 1226658, 170511, 12122, 11160, 4473, 6930, 3538, 3639, 11, 56, NA, 1439031,  X*
141, 157.9, 12981, 7381, 6082, 11025, 6915, 5635, 3460, 1129, 24, 53, NA, 54608,  X*
142, 158.9, 38673, 13155, 30224, 2276, 7793, 3538, 2338, 1669, 23, 61, NA, 99666,  X*
143, 159.9, 5711, 3717, 2367, 6674, 2153, 6193, 2235, 2017, 53, 63, NA, 31067,  X*
144, 160.9, 42341, 39196, 3287, 6212, 1929, 7882, 2478, 1818, 69, 67, NA, 105143,  X*
145, 161.9, 44234, 10710, 10976, 5866, 5485, 6303, 5070, 6157, 67, 67, NA, 94801,  X*
146, 163.0, 22392, 22458, 1477, 2497, 6778, 7337, 8676, 3096, 83, 40, NA, 74711,  X*
147, 163.9, 35038, 13575, 10266, 4324, 8127, 8719, 7359, 11656, 78, 37, NA, 99064,  X*
148, 164.9, 6686, 18582, 756, 6201, 8810, 19373, 5841, 8885, 94, 30, NA, 75134,  X*
149, 166.0, 42468, 8156, 17871, 5647, 10692, 9902, 4069, 3392, 97, 30, NA, 102197,  X*
150, 166.9, 13080, 14491, 6367, 3720, 5369, 15956, 4871, 1322, 100, 40, NA, 65176,  X*
151, 168.0, 4799, 5534, 17850, 10750, 2775, 5500, 2464, 2622, 97, 54, NA, 52294,  X*
152, 168.9, 67655, 5537, 2065, 6481, 936, 1890, 570, 1160, 78, 77, NA, 86294,  X*
153, 169.9, 54452, 7429, 4457, 9955, 4362, 3610, 4064, 3682, 74, 78, NA, 92011,  X*
154, 170.9, 7971, 11787, 11090, 12999, 8509, 10286, 3406, 2846, 64, 90, NA, 68894,  X*
155, 171.9, 81879, 27018, 8922, 6134, 4275, 10221, 3027, 3594, 69, 70, NA, 145070,  X*
156, 172.9, 22744, 10564, 1672, 2062, 6561, 8170, 1749, 3476, 84, 50, NA, 56998,  X*
157, 173.9, 109748, 8920, 5079, 2614, 1159, 2046, 1729, 621, 80, 47, NA, 131916,  X*
158, 175.0, 55851, 36817, 14306, 11404, 3690, 9233, 2659, 2433, 74, 43, NA, 136393,  X*
159, 175.9, 10492, 23011, 15449, 18060, 4782, 6378, 2207, 1274, 64, 53, NA, 81653,  X*
160, 176.9, 12287, 9018, 6028, 6113, 3764, 6244, 4725, 1566, 57, 69, NA, 49745,  X*
161, 177.9, 17317, 2657, 10368, 10699, 10122, 4527, 4313, 4647, 63, 75, NA, 64650,  X*
162, 178.9, 4495, 4656, 10287, 5501, 2688, 8113, 2461, 2082, 75, 83, NA, 40283,  X*
163, 179.9, 68277, 6805, 6601, 920, 5451, 1453, 959, 436, 74, 77, NA, 90902,  X*
164, 180.9, 54856, 22142, 6911, 5870, 8652, 7351, 5199, 3491, 69, 69, NA, 114472,  X
165, 182.0, 14228, 14567, 5173, 14186, 7302, 6112, 4251, 6042, 67, 63, NA, 71861,  X
166, 182.9, 4560, 5469, 19994, 1469, 6835, 4013, 2592, 1021, 56, 66, NA, 45953,  X
167, 183.9, 99981, 13870, 9197, 2388, 1689, 1089, 834, 743, 47, 67, NA, 129791,  X
168, 184.9, 854696, 166707, 34362, 14503, 19837, 8397, 4496, 4627, 29, 64, NA, 1107625,  X
169, 185.9, 18427, 4503, 3446, 7421, 3828, 9507, 1739, 2857, 43, 63, NA, 51728,  X
170, 186.9, 12659, 5149, 1616, 4483, 2769, 7492, 1155, 1726, 60, 50, NA, 37049,  X
171, 187.9, 2233, 11980, 28614, 2811, 7370, 3780, 2224, 2251, 67, 57, NA, 61263,  X
172, 188.9, 1450362, 125298, 66626, 48093, 45604, 23376, 11421, 20585, 78, 67, NA, 1791365,  X
173, 189.9, 1059276, 39552, 85261, 29807, 14356, 19750, 5700, 4956, 61, 80, NA, 1258658,  X
174, 190.9, 951114, 240356, 71742, 21008, 23621, 11473, 19032, 5514, 27, 78, NA, 1343860,  X
175, 191.9, 1064114, 241147, 15009, 12591, 13795, 6223, 10959, 7659, 13, 50, NA, 1371497,  X
176, 192.9, 1198561, 67666, 16116, 21773, 7643, 15803, 2600, 3683, 17, 47, NA, 1333845,  X
177, 193.9, 20990, 19048, 23498, 1966, 7000, 27170, 2126, 2496, 37, 34, NA, 104294,  X
178, 194.9, 66801, 32138, 9989, 1718, 28227, 4179, 3809, 5260, 48, 26, NA, 152121,  X
179, 195.9, 43826, 36710, 20330, 4734, 17555, 7714, 9783, 13460, 67, 40, NA, 154112,  X
180, 196.9, 236199, 23904, 49625, 22088, 15266, 21471, 8155, 4791, 70, 51, NA, 381499,  X
181, 197.9, 1566561, 118284, 49273, 13762, 12941, 19435, 6813, 4434, 51, 50, NA, 1791503,  X
182, 198.9, 851684, 55479, 430, 9964, 4418, 809, 1032, 1778, 34, 50, NA, 925594,  X
183, 199.9, 2414525, 373250, 24017, 45911, 17183, 14977, 4212, 2535, 23, 41, NA, 2896610,  X
184, 200.9, 874128, 62276, 13303, 3467, 3421, 3422, 1646, 930, 8, 24, NA, 962593,  X
185, 201.9, 576244, 64554, 25476, 16813, 8760, 46151, 23085, 15684, 24, 21, NA, 776767,  X
186, 202.9, 93070, 38501, 55188, 10638, 16004, 8311, 5135, 4825, 44, 41, NA, 231672,  X
187, 203.9, 540830, 100483, 4510, 21754, 10594, 11269, 8252, 5519, 54, 43, NA, 703211,  X
188, 204.9, 197080, 98930, 37441, 7122, 12039, 7048, 1840, 2628, 54, 48, NA, 364128,  X
189, 205.9, 165215, 90973, 18929, 18367, 13288, 14131, 6115, 5115, 41, 47, NA, 332133,  X
190, 206.9, 30881, 13050, 21810, 4093, 15826, 10502, 5082, 3333, 53, 41, NA, 104577,  X
191, 207.9, 17826, 25178, 29414, 2024, 4455, 5687, 8401, 2784, 54, 56, NA, 95769,  X
192, 208.9, 29610, 43398, 10082, 4978, 16836, 5242, 3086, 5705, 60, 53, NA, 118937,  X
193, 209.9, 128028, 176026, 13958, 21406, 13294, 12008, 2766, 2885, 54, 47, NA, 370371,  X
194, 210.9, 275282, 160847, 53264, 3527, 7040, 6913, 9898, 3886, 34, 38, NA, 520657,  X
195, 211.9, 1707338, 133765, 10562, 33191, 29775, 15591, 6725, 3278, 34, 24, NA, 1940225,  X
196, 212.9, 611074, 118257, 17545, 7502, 19273, 6967, 8778, 4611, 26, 21, NA, 794007,  X
197, 214.0, 688597, 39452, 22782, 11198, 3752, 8945, 974, 1501, 35, 37, NA, 777201,  X
198, 214.9, 530422, 10751, 17378, 10049, 13277, 8332, 7576, 1204, 53, 47, NA, 598989,  X
199, 215.9, 126813, 73279, 6123, 10791, 14338, 8929, 6658, 5442, 53, 43, NA, 252373,  X
200, 216.9, 23081, 8594, 3554, 12453, 3787, 11633, 2075, 1516, 75, 57, NA, 66693,  X
201, 218.0, 15424, 21675, 3957, 5137, 5567, 7549, 3436, 3542, 81, 48, NA, 66287,  X
202, 219.0, 50999, 37293, 1730, 6002, 6887, 8566, 4270, 5995, 80, 29, NA, 121742,  X
203, 219.9, 33994, 18842, 6299, 9924, 3777, 3172, 1505, 1385, 80, 43, NA, 78898,  X
204, 220.9, 110702, 28513, 4267, 1835, 4405, 3374, 1874, 1247, 64, 26, NA, 156217,  X
205, 221.9, 1479860, 24973, 21905, 29569, 26770, 15579, 6444, 2639, 63, 38, NA, 1607739,  X
206, 223.0, 604846, 23310, 12297, 6432, 3254, 2549, 1792, 791, 51, 53, NA, 655271,  X
207, 223.9, 459200, 47237, 67260, 10062, 14938, 10359, 4188, 3618, 50, 60, NA, 616862,  X
208, 224.9, 9933, 51832, 17778, 9659, 5407, 11331, 2891, 3754, 54, 67, NA, 112585,  X
209, 225.9, 30099, 39527, 12631, 3707, 8866, 11030, 7133, 2598, 53, 57, NA, 115591,  X
210, 226.9, 23045, 12372, 2874, 6497, 3830, 7182, 3635, 2094, 70, 53, NA, 61529,  X
211, 227.9, 25928, 36343, 11681, 16096, 15516, 7576, 6407, 3462, 75, 43, NA, 123009,  X
212, 228.9, 11655, 7994, 30075, 5071, 8866, 11662, 7700, 3421, 80, 56, NA, 86444,  X
213, 229.9, 67251, 39602, 5516, 4035, 5647, 7820, 2248, 1763, 78, 53, NA, 133882,  X
214, 230.9, 76487, 25287, 17459, 14721, 6721, 8317, 4700, 2929, 69, 61, NA, 156621,  X
215, 231.9, 338082, 54459, 6895, 7466, 8015, 10926, 5304, 6376, 74, 51, NA, 437523,  X
216, 232.9, 30072, 20163, 7314, 7874, 9945, 22714, 12513, 6810, 81, 37, NA, 117405,  X
217, 233.9, 87939, 40527, 3081, 18700, 8649, 9715, 3201, 4743, 80, 43, NA, 176555,  X
218, 235.0, 9586, 17946, 23475, 4953, 9778, 9953, 7054, 3802, 83, 40, NA, 86547,  X
219, 235.9, 329413, 77609, 1796, 12681, 20059, 13198, 9681, 6491, 83, 37, NA, 470928,  X
220, 236.9, 108297, 36662, 8547, 1750, 4857, 10288, 6178, 4876, 74, 30, NA, 181455,  X
221, 238.9, 63915, 90363, 7445, 9181, 6603, 7888, 4052, 3508, 66, 24, NA, 192955,  X
222, 240.0, 185841, 136886, 47258, 75918, 43890, 15364, 11211, 3402, 56, 44, NA, 519770,  X
223, 240.9, 43291, 32267, 2805, 22590, 9184, 4158, 4418, 5082, 44, 54, NA, 123795,  X
224, 241.9, 179873, 12296, 16230, 44141, 4544, 6137, 8282, 2818, 47, 84, NA, 274321,  X
225, 243.0, 30757, 31944, 7264, 26881, 4919, 9333, 4837, 5387, 44, 83, NA, 121322,  X
226, 244.0, 28989, 15387, 15059, 5215, 10092, 4721, 4494, 3137, 51, 81, NA, 87094,  X
227, 244.9, 11085, 6512, 2785, 16478, 17270, 15601, 2189, 4120, 74, 81, NA, 76040,  X
228, 246.0, 21502, 34693, 10238, 10164, 9708, 6710, 6294, 1111, 77, 60, NA, 100420,  X
229, 247.0, 330731, 33674, 4809, 7208, 11094, 12683, 14868, 8037, 83, 44, NA, 423104,  X
230, 247.9, 13690, 17647, 20347, 25151, 15536, 6742, 3648, 6229, 81, 51, NA, 108990,  X
231, 248.9, 28364, 5560, 8880, 25123, 7368, 6111, 2878, 2493, 66, 66, NA, 86777,  X
232, 249.9, 5471, 11446, 9864, 37886, 4363, 7284, 3827, 3471, 66, 84, NA, 83612,  X
233, 250.9, 7225, 18182, 9801, 12229, 3667, 3704, 3086, 2192, 56, 100, NA, 60086,  X
234, 251.9, 19197, 22172, 20921, 1165, 7194, 4812, 3938, 6369, 57, 93, NA, 85768,  X
235, 252.9, 32317, 26374, 17665, 8215, 12100, 6106, 5701, 4415, 54, 81, NA, 112893,  X
236, 253.9, 486869, 7289, 1922, 5795, 1902, 1729, 394, 164, 54, 69, NA, 506064,  X
237, 255.9, 836035, 362815, 54455, 23995, 44178, 24016, 13082, 5911, 48, 53, NA, 1364487,  X
238, 257.0, 25131, 90366, 20141, 3975, 2748, 5196, 3926, 3168, 48, 40, NA, 154651,  X
239, 257.9, 60565, 47920, 2279, 985, 5166, 6031, 2396, 1912, 48, 13, NA, 127254,  X
240, 258.9, 204560, 25983, 9341, 1347, 3733, 5464, 1331, 1254, 57, 20, NA, 253013,  X
241, 259.9, 657579, 68300, 20873, 17774, 20410, 8113, 6630, 8712, 47, 20, NA, 808391,  X
242, 260.9, 95590, 63684, 80531, 7631, 8266, 12899, 13780, 5559, 51, 37, NA, 287940,  X
243, 261.9, 773804, 41513, 15831, 17545, 11347, 12143, 6550, 3978, 53, 60, NA, 882711,  X
244, 262.9, 2129053, 402319, 105703, 144257, 39920, 33941, 13216, 8633, 44, 66, NA, 2877042,  X
245, 263.9, 1840044, 107842, 29736, 39468, 12023, 17679, 9929, 4871, 48, 67, NA, 2061592,  X
246, 264.9, 2494537, 240305, 133652, 273772, 114328, 137887, 24196, 12572, 57, 64, NA, 3431249,  X
247, 266.0, 46692, 26704, 35948, 1673, 16320, 23520, 19372, 13027, 66, 64, NA, 183256,  X
248, 267.0, 354990, 28605, 6499, 3360, 4532, 6451, 4315, 8259, 77, 57, NA, 417011,  X
